game_date,player_name,goal_min,penalty,own_goal
1955-10-29,Ray Williams,,,0
1955-11-05,Sammy Speakman,,,0
1955-11-12,Derek Jones,,,0
1955-11-12,Ray Davies,,,0
1955-11-19,Sammy Speakman,,,0
1955-11-26,Derek Jones,,,0
1955-12-03,Kenny McDevitt,,,0
1955-12-17,Jackie Kidd,,,0
1955-12-17,Arthur Walls,,,0
1955-12-17,Sammy Speakman,,,0
1955-12-17,Kenny McDevitt,,,0
1955-12-24,Jackie Kidd,,,0
1955-12-24,Arthur Walls,,,0
1955-12-24,Kenny McDevitt,,,0
1955-12-26,Len Kieran,,,0
1955-12-27,Arthur Walls,,,0
1956-01-02,Mike Fleming,,,0
1956-01-21,Terry Stephens,,,0
1956-01-21,Frank Parnell,,,0
1956-01-28,Frank Parnell,,,0
1956-01-28,Sammy Speakman,,,0
1956-02-11,Derek Jones,,,0
1956-02-11,Kenny McDevitt,,,0
1956-02-11,Terry Stephens,,,0
1956-02-18,Sammy Speakman,,,0
1956-02-18,Derek Jones,,,0
1956-03-03,Terry Stephens,,,0
1956-03-03,Kenny McDevitt,,,0
1956-03-17,Harold Bell,,,0
1956-03-24,Derek Jones,,,0
1956-03-24,Mike Fleming,,,0
1956-04-07,Derek Jones,,,0
1956-04-18,Derek Jones,,,0
1956-04-18,OG,,,1
1956-04-18,Noel Kelly,,,0
1956-04-18,Terry Stephens,,,0
1956-08-20,Phil Gwatkin,,,0
1956-08-28,Noel Kelly,,,0
1956-08-28,Phil Gwatkin,,,0
1956-09-01,Noel Kelly,,,0
1956-09-01,Tony Spink,,,0
1956-09-04,Tony Spink,,,0
1956-09-15,Derek Jones,,,0
1956-09-22,Derek Jones,,,0
1956-09-24,Verdi Godwin,,,0
1956-09-29,Jim Dodd,,,0
1956-09-29,Tommy Williams,,,0
1956-09-29,Kenny McDevitt,,,0
1956-10-13,Jim Dodd,,,0
1956-10-20,Peter Rees,,,0
1956-10-27,Frank Parnell,,,0
1956-11-03,Peter Rees,,,0
1956-11-03,Tony Spink,,,0
1956-11-17,Ray Davies,,,0
1956-11-24,Phil Gwatkin,,,0
1956-11-24,Alan Hill,,,0
1956-11-24,Ray Davies,,,0
1956-11-24,Verdi Godwin,,,0
1956-12-15,OG,,,1
1956-12-22,Len Kieran,,,0
1956-12-22,Jim Dodd,,,0
1956-12-22,Mike Fleming,,,0
1956-12-25,Jim Dodd,,,0
1957-01-01,Phil Gwatkin,,,0
1957-01-01,Alan Holder,,,0
1957-01-01,Kenny McDevitt,,,0
1957-01-05,Phil Gwatkin,,,0
1957-01-12,Jim Dodd,,,0
1957-01-12,Phil Gwatkin,,,0
1957-01-26,Jim Dodd,,,0
1957-01-26,Jackie Heydon,,,0
1957-02-02,Jim Dodd,,,0
1957-02-02,Kenny McDevitt,,,0
1957-02-09,Peter Rees,,,0
1957-03-13,Bernard Molyneux,,,0
1957-04-06,Kenny McDevitt,,,0
1957-04-06,Jim Dodd,,,0
1957-04-08,Jim Dodd,,,0
1957-04-08,Kenny McDevitt,,,0
1957-04-13,Bernard Molyneux,,,0
1957-04-13,Jackie Kidd,,,0
1957-04-19,Noel Kelly,,,0
1957-04-19,Bernard Molyneux,,,0
1957-08-24,Keith Williams,,,0
1957-08-24,Tommy Eglington,,,0
1957-08-24,Alec Gaskell,,,0
1957-08-26,Alec Gaskell,,,0
1957-08-31,Tommy Eglington,,,0
1957-09-07,Keith Williams,,,0
1957-09-09,Tommy Eglington,,,0
1957-09-14,Tommy Eglington,,,0
1957-09-16,Keith Williams,,,0
1957-09-16,Alec Gaskell,,,0
1957-09-21,Keith Williams,,,0
1957-09-21,Eddie Crossan,,,0
1957-09-21,Charlie McDonnell,,,0
1957-09-23,Eddie Crossan,,,0
1957-09-28,Mike Fleming,,,0
1957-10-05,Eddie Crossan,,,0
1957-10-05,Tommy Eglington,,,0
1957-10-12,Eddie Crossan,,,0
1957-10-19,Derek Jones,,,0
1957-10-19,Keith Williams,,,0
1957-10-26,Keith Williams,,,0
1957-10-26,Charlie McDonnell,,,0
1957-10-26,Derek Jones,,,0
1957-11-02,Charlie McDonnell,,,0
1957-11-09,Keith Williams,,,0
1957-11-09,Derek Jones,,,0
1957-11-16,Keith Williams,,,0
1957-11-16,Tommy Eglington,,,0
1957-11-23,Wilf Charlton,,,0
1957-11-23,Eddie Crossan,,,0
1957-11-23,Keith Williams,,,0
1957-11-30,Keith Williams,,,0
1957-12-07,Jim Dodd,,,0
1957-12-07,Keith Williams,,,0
1957-12-07,Tommy Eglington,,,0
1957-12-14,Peter Farrell,,,0
1957-12-14,Jim Dodd,,,0
1957-12-14,Keith Williams,,,0
1957-12-21,Tommy Eglington,,,0
1957-12-21,Keith Williams,,,0
1957-12-25,Kenny McDevitt,,,0
1957-12-25,Tommy Eglington,,,0
1957-12-25,Charlie McDonnell,,,0
1957-12-26,Jim Dodd,,,0
1957-12-28,Keith Williams,,,0
1958-01-01,Jim Dodd,,,0
1958-01-01,Keith Williams,,,0
1958-01-11,Keith Williams,,,0
1958-01-11,Jim Dodd,,,0
1958-01-18,Eddie Crossan,,,0
1958-01-18,Keith Williams,,,0
1958-01-18,Kenny McDevitt,,,0
1958-02-15,Keith Williams,,,0
1958-03-01,Tommy Eglington,,,0
1958-03-01,Alec Gaskell,,,0
1958-03-01,Keith Williams,,,0
1958-03-15,Ken Finney,,,0
1958-03-22,Wilf Charlton,,,0
1958-03-29,Tony Rowley,,,0
1958-03-29,Kenny McDevitt,,,0
1958-03-29,Tommy Eglington,,,0
1958-03-29,Ken Finney,,,0
1958-04-04,Tommy Eglington,,,0
1958-04-05,Jim Dodd,,,0
1958-04-05,Keith Williams,,,0
1958-04-12,OG,,,1
1958-04-19,Keith Williams,,,0
1958-04-26,Jim Dodd,,,0
1958-04-26,Kenny McDevitt,,,0
1958-04-30,Tommy Eglington,,,0
1958-04-30,Kenny McDevitt,,,0
1958-08-23,Charlie McDonnell,,,0
1958-08-23,OG,,,1
1958-08-25,Tony Rowley,,,0
1958-09-01,Keith Williams,,,0
1958-09-01,Tony Rowley,,,0
1958-09-10,Charlie McDonnell,,,0
1958-09-10,Keith Williams,,,0
1958-09-10,Tony Rowley,,,0
1958-09-13,Keith Williams,,,0
1958-09-15,Charlie McDonnell,,,0
1958-09-23,Charlie McDonnell,,,0
1958-09-23,Keith Williams,,,0
1958-09-27,Charlie McDonnell,,,0
1958-09-27,Keith Williams,,,0
1958-09-29,Keith Williams,,,0
1958-09-29,OG,,,1
1958-10-11,Jim Dodd,,,0
1958-10-18,Johnny Green,,,0
1958-10-18,Keith Williams,,,0
1958-10-25,Tommy Eglington,,,0
1958-10-25,Johnny Green,,,0
1958-11-01,Tommy Eglington,,,0
1958-11-08,Tony Rowley,,,0
1958-11-08,OG,,,1
1958-11-15,Johnny Green,,,0
1958-11-15,Tommy Eglington,,,0
1958-11-15,Ken Finney,,,0
1958-11-15,Tony Rowley,,,0
1958-11-15,Keith Williams,,,0
1958-11-22,Tony Rowley,,,0
1958-11-29,Tony Rowley,,,0
1958-12-06,Tony Rowley,,,0
1958-12-13,Tony Rowley,,,0
1958-12-13,Johnny Green,,,0
1958-12-13,Keith Williams,,,0
1958-12-26,Charlie McDonnell,,,0
1958-12-27,Charlie McDonnell,,,0
1958-12-27,Jim Dodd,,,0
1959-01-01,Charlie McDonnell,,,0
1959-01-24,Charlie McDonnell,,,0
1959-02-07,Tony Rowley,,,0
1959-02-07,Keith Williams,,,0
1959-02-14,Keith Williams,,,0
1959-02-21,Tommy Eglington,,,0
1959-02-21,Keith Williams,,,0
1959-02-21,Tony Rowley,,,0
1959-02-23,Tony Rowley,,,0
1959-02-23,Johnny Green,,,0
1959-02-28,Ken Finney,,,0
1959-03-07,Tommy Eglington,,,0
1959-03-07,Johnny Green,,,0
1959-03-07,Tony Rowley,,,0
1959-03-14,Tony Rowley,,,0
1959-03-14,Charlie McDonnell,,,0
1959-03-16,Tony Rowley,,,0
1959-03-27,Keith Williams,,,0
1959-03-28,Tony Rowley,,,0
1959-03-28,Keith Williams,,,0
1959-04-04,Keith Williams,,,0
1959-04-04,Tony Rowley,,,0
1959-04-11,Charlie McDonnell,,,0
1959-04-11,Keith Williams,,,0
1959-04-18,Tony Rowley,,,0
1959-04-18,OG,,,1
1959-04-18,Tommy Eglington,,,0
1959-04-18,Keith Williams,,,0
1959-04-18,Ken Finney,,,0
1959-08-22,Ken Finney,,,0
1959-08-22,Tommy Eglington,,,0
1959-08-22,Tony Rowley,,,0
1959-08-29,Tommy Eglington,,,0
1959-09-05,Ken Finney,,,0
1959-09-05,Keith Williams,,,0
1959-09-05,Wilf Charlton,,,0
1959-09-05,Tony Rowley,,,0
1959-09-05,Jimmy Mulkerrin,,,0
1959-09-05,Tommy Eglington,,,0
1959-09-07,Tony Rowley,,,0
1959-09-12,Keith Williams,,,0
1959-09-12,Jimmy Mulkerrin,,,0
1959-09-14,Ken Finney,,,0
1959-09-14,Keith Williams,,,0
1959-09-19,Tommy Eglington,,,0
1959-09-28,Derek Jones,,,0
1959-09-28,Tommy Eglington,,,0
1959-10-10,Charlie McDonnell,,,0
1959-10-12,Derek Jones,,,0
1959-10-12,Ken Finney,,,0
1959-10-12,Charlie McDonnell,,,0
1959-10-17,Tommy Eglington,,,0
1959-10-24,Wilf Charlton,,,0
1959-10-31,Tommy Eglington,,,0
1959-10-31,Charlie McDonnell,,,0
1959-10-31,Keith Williams,,,0
1959-11-07,Jimmy Mulkerrin,,,0
1959-11-07,Tommy Eglington,,,0
1959-11-28,Tommy Eglington,,,0
1959-11-28,Tony Rowley,,,0
1959-12-12,Tony Rowley,,,0
1959-12-12,Keith Williams,,,0
1959-12-12,Charlie McDonnell,,,0
1959-12-19,Tony Rowley,,,0
1959-12-19,Keith Williams,,,0
1959-12-26,Charlie McDonnell,,,0
1959-12-26,Tony Rowley,,,0
1960-01-02,Ken Finney,,,0
1960-01-16,Bobby Harrop,,,0
1960-01-30,Jimmy Mulkerrin,,,0
1960-01-30,Tony Rowley,,,0
1960-02-13,Ken Finney,,,0
1960-02-22,Keith Williams,,,0
1960-02-22,Tony Rowley,,,0
1960-02-27,Jimmy Mulkerrin,,,0
1960-02-27,Tony Rowley,,,0
1960-02-29,Tony Rowley,,,0
1960-02-29,OG,,,1
1960-03-12,Keith Williams,,,0
1960-03-19,Keith Williams,,,0
1960-03-28,Graham Barnett,,,0
1960-04-02,Graham Barnett,,,0
1960-04-09,Ken Bracewell,,,0
1960-04-09,Graham Barnett,,,0
1960-04-15,Graham Barnett,,,0
1960-04-15,Charlie McDonnell,,,0
1960-04-18,Keith Williams,,,0
1960-04-25,Graham Barnett,,,0
1960-04-25,Tony Rowley,,,0
1960-04-30,Jackie Hood,,,0
1960-08-20,Graham Barnett,,,0
1960-08-22,Ken Finney,,,0
1960-08-22,Graham Barnett,,,0
1960-09-03,Ken Finney,,,0
1960-09-03,Tommy Eglington,,,0
1960-09-03,Elkanah Onyeali,,,0
1960-09-05,Ken Finney,,,0
1960-09-05,Elkanah Onyeali,,,0
1960-09-12,Keith Williams,,,0
1960-09-12,Tommy Eglington,,,0
1960-09-17,Keith Williams,,,0
1960-09-17,Elkanah Onyeali,,,0
1960-09-22,Graham Barnett,,,0
1960-09-24,Elkanah Onyeali,,,0
1960-09-26,Keith Williams,,,0
1960-09-26,Ken Finney,,,0
1960-10-01,Tommy Eglington,,,0
1960-10-08,Elkanah Onyeali,,,0
1960-10-15,Bobby Harrop,,,0
1960-10-15,Elkanah Onyeali,,,0
1960-10-22,Ken Finney,,,0
1960-10-22,Keith Williams,,,0
1960-10-24,Elkanah Onyeali,,,0
1960-10-24,Tommy Eglington,,,0
1960-10-29,Keith Williams,,,0
1960-10-29,Tommy Eglington,,,0
1960-10-29,Tony Rowley,,,0
1960-11-05,Keith Williams,,,0
1960-11-12,Keith Williams,,,0
1960-11-16,Keith Williams,,,0
1960-11-16,Tony Rowley,,,0
1960-11-19,Keith Williams,,,0
1960-11-30,Keith Williams,,,0
1960-12-03,Elkanah Onyeali,,,0
1960-12-03,Keith Williams,,,0
1960-12-05,Tony Rowley,,,0
1960-12-10,Tony Rowley,,,0
1960-12-19,Tony Rowley,,,0
1960-12-19,Keith Williams,,,0
1960-12-27,Graham Barnett,,,0
1960-12-27,Tony Rowley,,,0
1960-12-27,Keith Williams,,,0
1960-12-31,Tony Rowley,,,0
1960-12-31,Ken Price,,,0
1961-01-02,Tommy Eglington,,,0
1961-01-14,Ken Price,,,0
1961-01-21,Tommy Eglington,,,0
1961-01-21,OG,,,1
1961-01-21,Keith Williams,,,0
1961-01-21,Jimmy Mulkerrin,,,0
1961-01-28,Graham Barnett,,,0
1961-01-28,Keith Williams,,,0
1961-02-04,Keith Williams,,,0
1961-02-11,Ken Finney,,,0
1961-02-25,Keith Williams,,,0
1961-02-27,Keith Williams,,,0
1961-02-27,Alan Arnell,,,0
1961-03-11,Alan Arnell,,,0
1961-03-11,Tommy Murray,,,0
1961-03-11,Keith Williams,,,0
1961-03-11,Ralph Gubbins,,,0
1961-03-11,Tommy Eglington,,,0
1961-03-18,Keith Williams,,,0
1961-03-24,Keith Williams,,,0
1961-03-31,Alan Arnell,,,0
1961-04-01,Keith Williams,,,0
1961-04-01,Alan Arnell,,,0
1961-04-03,Keith Williams,,,0
1961-04-08,Ralph Gubbins,,,0
1961-04-22,Ralph Gubbins,,,0
1961-04-22,Keith Williams,,,0
1961-04-24,Ralph Gubbins,,,0
1961-04-29,Charlie McDonnell,,,0
1961-08-23,Alan Arnell,,,0
1961-08-26,Les Campbell,,,0
1961-08-28,Tommy Neill,,,0
1961-09-01,Alan Arnell,,,0
1961-09-01,Les Campbell,,,0
1961-09-01,Peter Jackson,,,0
1961-09-04,David Jackson,,,0
1961-09-04,Ken Finney,,,0
1961-09-04,Ralph Gubbins,,,0
1961-09-09,Ken Finney,,,0
1961-09-13,Alan Arnell,,,0
1961-09-16,Alan Arnell,,,0
1961-09-16,Ralph Gubbins,,,0
1961-09-23,Alan Arnell,,,0
1961-09-23,Ralph Gubbins,,,0
1961-09-25,Alan Arnell,,,0
1961-09-25,Ralph Gubbins,,,0
1961-10-07,Ken Finney,,,0
1961-10-10,Alan Arnell,,,0
1961-10-10,John Frye,,,0
1961-10-10,Ken Finney,,,0
1961-10-14,Alan Arnell,,,0
1961-10-14,Ralph Gubbins,,,0
1961-10-21,John Frye,,,0
1961-10-21,Alan Arnell,,,0
1961-10-28,Ralph Gubbins,,,0
1961-11-04,John Frye,,,0
1961-11-04,Alan Arnell,,,0
1961-11-11,Ralph Gubbins,,,0
1961-11-11,Jimmy Anders,,,0
1961-11-11,Ken Finney,,,0
1961-11-11,John Frye,,,0
1961-11-18,Ralph Gubbins,,,0
1961-11-24,Ralph Gubbins,,,0
1961-11-24,Johnny King,,,0
1961-12-09,John Frye,,,0
1962-01-06,Alan Arnell,,,0
1962-01-19,John Frye,,,0
1962-01-19,Ralph Gubbins,,,0
1962-02-09,Alan Arnell,,,0
1962-02-17,Ralph Gubbins,,,0
1962-02-17,Alan Arnell,,,0
1962-02-23,Ken Finney,,,0
1962-02-23,John Frye,,,0
1962-02-23,Tommy Neill,,,0
1962-03-03,OG,,,1
1962-03-09,Alan Arnell,,,0
1962-03-09,Ralph Gubbins,,,0
1962-03-17,John Byrne,,,0
1962-03-17,Ralph Gubbins,,,0
1962-03-24,Ralph Gubbins,,,0
1962-03-24,Alan Arnell,,,0
1962-03-24,John Byrne,,,0
1962-03-26,Ralph Gubbins,,,0
1962-04-07,Ken Finney,,,0
1962-04-07,John Byrne,,,0
1962-04-11,Ralph Gubbins,,,0
1962-04-20,Alan Arnell,,,0
1962-04-20,John Byrne,,,0
1962-04-21,Alan Arnell,,,0
1962-08-18,Ralph Gubbins,,,0
1962-08-18,Alan Arnell,,,0
1962-08-25,Malcolm Edwards,,,0
1962-09-01,John Manning,,,0
1962-09-03,Ralph Gubbins,,,0
1962-09-03,Jimmy Milner,,,0
1962-09-08,Alan Arnell,,,0
1962-09-08,Jimmy Milner,,,0
1962-09-08,Les Campbell,,,0
1962-09-10,Dave Hickson,,,0
1962-09-15,Dave Hickson,,,0
1962-09-15,Jimmy Milner,,,0
1962-09-17,Dave Hickson,,,0
1962-09-21,Ralph Gubbins,,,0
1962-09-21,Alan Arnell,,,0
1962-09-21,Les Jones,,,0
1962-09-21,Dave Hickson,,,0
1962-09-29,Barry Dyson,,,0
1962-09-29,Les Jones,,,0
1962-09-29,Bobby Conroy,,,0
1962-10-01,Ralph Gubbins,,,0
1962-10-06,Les Jones,,,0
1962-10-06,Dave Hickson,,,0
1962-10-13,Dave Hickson,,,0
1962-10-13,Barry Dyson,,,0
1962-10-20,Barry Dyson,,,0
1962-10-20,Ralph Gubbins,,,0
1962-10-24,Ralph Gubbins,,,0
1962-11-03,Les Jones,,,0
1962-11-03,Dave Hickson,,,0
1962-11-10,Les Jones,,,0
1962-11-24,Dave Hickson,,,0
1962-11-24,John Manning,,,0
1962-12-01,Dave Hickson,,,0
1962-12-01,Les Jones,,,0
1962-12-08,Les Jones,,,0
1962-12-10,OG,,,1
1962-12-10,Barry Dyson,,,0
1962-12-15,Les Jones,,,0
1962-12-15,Ralph Gubbins,,,0
1962-12-15,Dave Hickson,,,0
1963-01-05,Les Jones,,,0
1963-01-05,Johnny King,,,0
1963-01-30,Dave Hickson,,,0
1963-02-27,Ken Finney,,,0
1963-03-02,Dave Hickson,,,0
1963-03-02,Barry Dyson,,,0
1963-03-02,Ralph Gubbins,,,0
1963-03-04,Dave Hickson,,,0
1963-03-11,Dave Hickson,,,0
1963-03-11,OG,,,1
1963-03-16,John Manning,,,0
1963-03-25,Barry Dyson,,,0
1963-03-25,Jimmy Milner,,,0
1963-03-30,Barry Dyson,,,0
1963-03-30,Johnny King,,,0
1963-03-30,Dave Hickson,,,0
1963-04-04,Dave Hickson,,,0
1963-04-04,Barry Dyson,,,0
1963-04-13,OG,,,1
1963-04-13,Dave Hickson,,,0
1963-04-22,Barry Dyson,,,0
1963-04-22,Ronnie Roberts,,,0
1963-04-22,David Jackson,,,0
1963-04-25,Barry Dyson,,,0
1963-04-27,David Jackson,,,0
1963-04-27,Ralph Gubbins,,,0
1963-05-04,Barry Dyson,,,0
1963-05-11,John Manning,,,0
1963-05-13,Joe Pritchard,,,0
1963-05-13,John Manning,,,0
1963-05-18,Alan King,,,0
1963-05-18,Barry Dyson,,,0
1963-08-24,Barry Dyson,,,0
1963-08-26,Barry Dyson,,,0
1963-08-30,Dave Hickson,,,0
1963-08-30,Ralph Gubbins,,,0
1963-08-30,OG,,,1
1963-08-30,Johnny King,,,0
1963-08-30,Les Jones,,,0
1963-09-04,Barry Dyson,,,0
1963-09-07,Barry Dyson,,,0
1963-09-07,Dave Hickson,,,0
1963-09-07,Les Jones,,,0
1963-09-09,Barry Dyson,,,0
1963-09-09,Les Jones,,,0
1963-09-21,Barry Dyson,,,0
1963-09-25,Bobby Conroy,,,0
1963-09-25,Barry Dyson,,,0
1963-09-30,Les Campbell,,,0
1963-09-30,OG,,,1
1963-10-07,Peter Jackson,,,0
1963-10-07,John Manning,,,0
1963-10-12,Bernard Evans,,,0
1963-10-16,Barry Dyson,,,0
1963-10-18,Bernard Evans,,,0
1963-10-25,Bernard Evans,,,0
1963-10-25,Charlie McDonnell,,,0
1963-10-28,Ronnie Roberts,,,0
1963-10-28,Barry Dyson,,,0
1963-11-02,Barry Dyson,,,0
1963-11-02,Bernard Evans,,,0
1963-11-09,Charlie McDonnell,,,0
1963-11-23,Les Jones,,,0
1963-11-29,Barry Dyson,,,0
1963-11-29,John Manning,,,0
1963-11-29,Les Jones,,,0
1963-12-14,OG,,,1
1963-12-14,John Manning,,,0
1963-12-14,Les Campbell,,,0
1963-12-21,Barry Dyson,,,0
1963-12-21,John Manning,,,0
1963-12-26,Barry Dyson,,,0
1963-12-28,John Manning,,,0
1964-01-01,John Manning,,,0
1964-01-01,Les Jones,,,0
1964-01-03,Barry Dyson,,,0
1964-01-03,John Manning,,,0
1964-01-10,Barry Dyson,,,0
1964-01-10,John Manning,,,0
1964-01-10,Les Jones,,,0
1964-01-18,John Manning,,,0
1964-01-18,Barry Dyson,,,0
1964-01-25,John Manning,,,0
1964-01-31,Peter Jackson,,,0
1964-01-31,Barry Dyson,,,0
1964-01-31,Les Jones,,,0
1964-02-08,John Manning,,,0
1964-02-08,Malcolm Edwards,,,0
1964-02-14,Barry Dyson,,,0
1964-02-14,Les Jones,,,0
1964-02-21,Barry Dyson,,,0
1964-02-21,Les Jones,,,0
1964-03-14,John Manning,,,0
1964-03-20,Les Jones,,,0
1964-03-20,Barry Dyson,,,0
1964-03-20,Les Campbell,,,0
1964-03-20,John Manning,,,0
1964-03-23,OG,,,1
1964-03-23,Les Jones,,,0
1964-03-28,Barry Dyson,,,0
1964-03-30,John Manning,,,0
1964-03-30,Les Jones,,,0
1964-03-30,Les Campbell,,,0
1964-03-30,Barry Dyson,,,0
1964-04-03,Barry Dyson,,,0
1964-04-03,Les Jones,,,0
1964-04-11,Bernard Evans,,,0
1964-04-11,OG,,,1
1964-04-17,Barry Dyson,,,0
1964-04-25,John Manning,,,0
1964-04-29,John Manning,,,0
1964-08-22,Barry Dyson,,,0
1964-08-22,John Manning,,,0
1964-08-27,Charlie McDonnell,,,0
1964-08-27,John Manning,,,0
1964-08-27,Jack Lornie,,,0
1964-08-29,Barry Dyson,,,0
1964-08-31,Barry Dyson,,,0
1964-08-31,John Manning,,,0
1964-08-31,Charlie McDonnell,,,0
1964-09-02,John Manning,,,0
1964-09-02,Charlie McDonnell,,,0
1964-09-04,John Manning,60.0,0.0,0
1964-09-12,John Manning,,,0
1964-09-14,Jimmy Weir,,,0
1964-09-14,Charlie McDonnell,,,0
1964-09-14,John Manning,,,0
1964-09-18,Barry Dyson,,,0
1964-09-18,Les Jones,,,0
1964-09-18,Jimmy Weir,,,0
1964-09-25,John Manning,,,0
1964-09-25,Jimmy Weir,,,0
1964-09-25,Charlie McDonnell,,,0
1964-09-25,Barry Dyson,,,0
1964-09-25,Mandy Hill,,,0
1964-10-03,Charlie McDonnell,,,0
1964-10-03,John Manning,,,0
1964-10-05,Charlie McDonnell,,,0
1964-10-05,Barry Dyson,,,0
1964-10-16,Charlie McDonnell,,,0
1964-10-16,John Manning,,,0
1964-10-19,Charlie McDonnell,,,0
1964-10-19,Mandy Hill,,,0
1964-10-24,John Manning,,,0
1964-10-24,Eddie Stuart,,,0
1964-10-26,Charlie McDonnell,,,0
1964-10-26,John Manning,,,0
1964-10-30,Les Jones,,,0
1964-10-30,John Manning,,,0
1964-11-06,Alan A'Court,,,0
1964-11-06,Charlie McDonnell,,,0
1964-11-06,Alan King,,,0
1964-11-20,Barry Dyson,,,0
1964-11-27,Charlie McDonnell,,,0
1964-11-27,Barry Dyson,,,0
1964-11-27,Alan A'Court,,,0
1964-11-27,Roy Sinclair,,,0
1964-12-12,Charlie McDonnell,,,0
1964-12-18,Charlie McDonnell,,,0
1964-12-18,Barry Dyson,,,0
1964-12-26,Barry Dyson,,,0
1964-12-26,Les Jones,,,0
1964-12-26,Charlie McDonnell,,,0
1964-12-28,Barry Dyson,,,0
1965-01-02,Barry Dyson,,,0
1965-01-15,OG,,,1
1965-01-15,Charlie McDonnell,,,0
1965-01-29,Barry Dyson,,,0
1965-01-29,Mandy Hill,,,0
1965-02-06,Charlie McDonnell,,,0
1965-02-06,John Manning,,,0
1965-02-12,John Manning,,,0
1965-02-12,Barry Dyson,,,0
1965-02-12,Charlie McDonnell,,,0
1965-02-19,Barry Dyson,,,0
1965-02-27,Charlie McDonnell,,,0
1965-03-13,Barry Dyson,,,0
1965-03-19,Eddie Stuart,,,0
1965-03-29,Barry Dyson,,,0
1965-03-29,Alan A'Court,,,0
1965-03-29,Charlie McDonnell,,,0
1965-04-02,Alan A'Court,,,0
1965-04-02,Barry Dyson,,,0
1965-04-02,Roy Sinclair,,,0
1965-04-02,Alan King,,,0
1965-04-10,Barry Dyson,,,0
1965-04-17,Barry Dyson,,,0
1965-04-21,Barry Dyson,,,0
1965-04-24,Jack Lornie,,,0
1965-04-24,Barry Dyson,,,0
1965-08-21,Barry Dyson,,,0
1965-08-23,Alan King,,,0
1965-08-27,Frank Twist,,,0
1965-09-01,Barry Dyson,,,0
1965-09-01,John Manning,,,0
1965-09-04,Barry Dyson,,,0
1965-09-06,Barry Dyson,,,0
1965-09-06,Bruce Crawford,,,0
1965-09-10,Bruce Crawford,,,0
1965-09-10,Joe Pritchard,,,0
1965-09-15,Barry Dyson,,,0
1965-09-24,Barry Dyson,,,0
1965-09-29,Barry Dyson,,,0
1965-09-29,John Manning,,,0
1965-09-29,Alan King,,,0
1965-09-29,OG,,,1
1965-10-15,Roy Parnell,,,0
1965-10-18,Barry Dyson,,,0
1965-10-18,Jack Lornie,,,0
1965-10-18,John Manning,,,0
1965-10-23,Alan King,,,0
1965-10-29,Alan King,,,0
1965-10-29,John Manning,,,0
1965-10-29,Barry Dyson,,,0
1965-10-29,OG,,,1
1965-11-03,John Manning,,,0
1965-11-03,Joe Pritchard,,,0
1965-11-06,John Manning,,,0
1965-11-22,Barry Dyson,,,0
1965-11-22,Bruce Crawford,,,0
1965-11-22,John Manning,,,0
1965-12-10,Roy Sinclair,,,0
1965-12-10,Barry Dyson,,,0
1965-12-10,John Manning,,,0
1965-12-18,Barry Dyson,,,0
1966-01-01,Barry Dyson,,,0
1966-01-01,John Manning,,,0
1966-01-01,Alan A'Court,,,0
1966-01-01,Bruce Crawford,,,0
1966-01-08,Jack Lornie,,,0
1966-01-08,Graham Stanley,,,0
1966-01-08,Bruce Crawford,,,0
1966-01-28,Alan King,,,0
1966-01-28,Alan A'Court,,,0
1966-01-28,Barry Dyson,,,0
1966-01-28,Roy Sinclair,,,0
1966-02-05,Alan A'Court,,,0
1966-02-05,Barry Dyson,,,0
1966-02-05,Mandy Hill,,,0
1966-02-18,Joe Pritchard,,,0
1966-02-18,Barry Dyson,,,0
1966-02-26,John Manning,,,0
1966-02-26,Alan A'Court,,,0
1966-03-04,Barry Dyson,,,0
1966-03-07,OG,,,1
1966-03-11,Barry Dyson,,,0
1966-03-19,John Manning,,,0
1966-03-26,John Manning,,,0
1966-04-01,Alan King,,,0
1966-04-08,Jack Lornie,,,0
1966-04-11,Roy Parnell,,,0
1966-04-23,Alan King,,,0
1966-04-25,Barry Dyson,,,0
1966-04-25,John Manning,,,0
1966-04-25,Mandy Hill,,,0
1966-04-25,Frank Twist,,,0
1966-04-29,Mandy Hill,,,0
1966-04-29,Frank Twist,,,0
1966-04-29,Barry Dyson,,,0
1966-05-06,Joe Pritchard,,,0
1966-05-06,Barry Dyson,,,0
1966-05-06,John Manning,,,0
1966-05-13,John Manning,,,0
1966-05-13,OG,,,1
1966-08-24,John Manning,,,0
1966-08-24,Roy Sinclair,,,0
1966-08-24,Barry Dyson,,,0
1966-08-24,Barry Ashworth,,,0
1966-09-03,Graham Williams,,,0
1966-09-06,John Manning,,,0
1966-09-06,Barry Dyson,,,0
1966-09-10,Mandy Hill,,,0
1966-09-10,John Manning,,,0
1966-09-14,Joe Pritchard,,,0
1966-09-16,John Manning,,,0
1966-09-24,Graham Williams,,,0
1966-09-26,Roy Sinclair,,,0
1966-09-30,Barry Ashworth,,,0
1966-09-30,Joe Pritchard,,,0
1966-10-08,Joe Pritchard,,,0
1966-10-14,Brian Westlake,,,0
1966-10-14,John Manning,,,0
1966-10-14,Alan King,,,0
1966-10-14,Barry Ashworth,,,0
1966-10-17,Graham Williams,,,0
1966-10-17,Joe Pritchard,,,0
1966-10-28,Brian Westlake,,,0
1966-10-28,Joe Pritchard,,,0
1966-11-11,Brian Westlake,,,0
1966-11-14,Mandy Hill,,,0
