game_date,player_name,min_off,min_on
2009-10-31,Paul McLaren,57.0,
2009-11-14,Craig Curran,74.0,
2009-11-14,Ian Moore,,74.0
2009-11-14,Terry Gornell,,74.0
2009-11-14,Michael Ricketts,74.0,
2009-11-14,Ryan Fraughan,82.0,
2009-11-14,Kithson Bain,,82.0
2009-11-21,Michael Ricketts,,84.0
2009-11-21,Kithson Bain,,73.0
2009-11-21,Ian Goodison,28.0,
2009-11-21,Craig Curran,73.0,
2009-11-21,Aaron Cresswell,,28.0
2009-11-21,Ian Moore,84.0,
2009-11-24,Ian Moore,,75.0
2009-11-24,Ian Goodison,64.0,
2009-11-24,Chris Shuker,75.0,
2009-11-24,Paul McLaren,,64.0
2009-11-28,Ian Moore,,45.0
2009-11-28,Michael Ricketts,,74.0
2009-11-28,Chris Shuker,45.0,
2009-11-28,Terry Gornell,74.0,
2009-12-01,Charlie Barnett,,89.0
2009-12-01,Ian Moore,89.0,
2009-12-01,Michael Ricketts,,84.0
2009-12-01,Terry Gornell,84.0,
2009-12-05,Ryan Fraughan,,89.0
2009-12-05,Terry Gornell,89.0,
2009-12-08,Terry Gornell,82.0,
2009-12-08,Michael Ricketts,,82.0
2009-12-08,John Welsh,77.0,
2009-12-08,Paul McLaren,,77.0
2009-12-12,Michael Ricketts,,68.0
2009-12-12,Gareth Edds,68.0,
2009-12-12,Chris Shuker,,68.0
2009-12-12,Terry Gornell,68.0,
2009-12-12,Paul McLaren,,77.0
2009-12-12,John Welsh,77.0,
2009-12-28,Chris Shuker,,76.0
2009-12-28,Terry Gornell,76.0,
2010-01-03,Michael Ricketts,,84.0
2010-01-03,Chris Shuker,,84.0
2010-01-03,John Welsh,84.0,
2010-01-03,Terry Gornell,84.0,
2010-01-23,Chris Shuker,,61.0
2010-01-23,Gareth Edds,61.0,
2010-01-30,Alan Mahon,,83.0
2010-01-30,John Welsh,59.0,
2010-01-30,Chris Shuker,83.0,
2010-01-30,Gareth Edds,,59.0
2010-02-06,Craig Curran,79.0,
2010-02-06,Gareth Edds,,71.0
2010-02-06,John Welsh,71.0,
2010-02-06,Terry Gornell,54.0,
2010-02-06,Charlie Barnett,,79.0
2010-02-06,Marvin Sordell,,54.0
2010-02-09,Marvin Sordell,77.0,
2010-02-09,Ash Taylor,24.0,
2010-02-09,Terry Gornell,,77.0
2010-02-09,Gareth Edds,,24.0
2010-02-13,Marvin Sordell,79.0,
2010-02-13,Terry Gornell,,79.0
2010-02-20,Terry Gornell,,65.0
2010-02-20,Charlie Barnett,,89.0
2010-02-20,Paul McLaren,89.0,
2010-02-20,Marvin Sordell,65.0,
2010-02-23,Chris Shuker,,58.0
2010-02-23,Charlie Barnett,,46.0
2010-02-23,Marvin Sordell,75.0,
2010-02-23,John Welsh,58.0,
2010-02-23,Terry Gornell,,75.0
2010-02-23,Gareth Edds,46.0,
2010-03-06,Bas Savage,,67.0
2010-03-06,Marvin Sordell,67.0,
2010-03-06,Alan Mahon,,78.0
2010-03-06,Paul McLaren,78.0,
2010-03-09,Bas Savage,,46.0
2010-03-09,Gareth Edds,76.0,
2010-03-09,Marvin Sordell,46.0,
2010-03-09,Luke O'Neill,72.0,
2010-03-09,Alan Mahon,,76.0
2010-03-09,Shaleum Logan,,72.0
2010-03-19,Gareth Edds,,82.0
2010-03-19,Craig Curran,83.0,
2010-03-19,Terry Gornell,64.0,
2010-03-19,Chris Shuker,,64.0
2010-03-19,Marvin Sordell,,83.0
2010-03-19,John Welsh,82.0,
2010-03-27,Joss Labadie,,65.0
2010-03-27,Paul McLaren,65.0,
2010-04-02,Joss Labadie,,79.0
2010-04-02,Paul McLaren,79.0,
2010-04-05,Alan Mahon,,60.0
2010-04-05,Bas Savage,,66.0
2010-04-05,Joss Labadie,,73.0
2010-04-05,Craig Curran,60.0,
2010-04-05,John Welsh,73.0,
2010-04-05,Ian Moore,66.0,
2010-04-10,Joss Labadie,,65.0
2010-04-10,Kithson Bain,,79.0
2010-04-10,Ash Taylor,65.0,
2010-04-10,Craig Curran,79.0,
2010-04-13,John Welsh,71.0,
2010-04-13,Chris McCready,58.0,
2010-04-13,Craig Curran,64.0,
2010-04-13,Chris Shuker,,64.0
2010-04-13,Gareth Edds,,58.0
2010-04-13,Kithson Bain,,71.0
2010-04-17,Kithson Bain,,76.0
2010-04-17,Bas Savage,76.0,
2010-04-17,Paul McLaren,52.0,
2010-04-17,Gareth Edds,,52.0
2010-04-20,Andy Robinson,,74.0
2010-04-20,Gareth Edds,88.0,
2010-04-20,Kithson Bain,,88.0
2010-04-20,Bas Savage,74.0,
2010-04-24,Craig Curran,68.0,
2010-04-24,Andy Robinson,,68.0
2010-05-01,Joss Labadie,89.0,
2010-05-01,Craig Curran,,81.0
2010-05-01,Gareth Edds,,89.0
2010-05-01,Andy Robinson,81.0,
2010-05-08,Andy Robinson,89.0,
2010-05-08,Craig Curran,,89.0
2010-08-07,Ryan Fraughan,,60.0
2010-08-07,Paul McLaren,60.0,
2010-08-14,Maxime Blanchard,,62.0
2010-08-14,Enoch Showunmi,74.0,
2010-08-14,Kayleden Brown,,74.0
2010-08-14,Paul McLaren,62.0,
2010-08-21,Adam McGurk,,68.0
2010-08-21,Ryan Fraughan,,63.0
2010-08-21,Joss Labadie,63.0,
2010-08-21,Ian Moore,68.0,
2010-08-21,Paul McLaren,46.0,
2010-08-21,Kayleden Brown,,46.0
2010-08-24,Terry Gornell,82.0,
2010-08-24,Adam McGurk,,81.0
2010-08-24,Paul McLaren,81.0,
2010-08-24,Lucas Akins,,82.0
2010-08-28,Paul McLaren,34.0,
2010-08-28,Lucas Akins,,76.0
2010-08-28,Joss Labadie,76.0,
2010-08-28,Kayleden Brown,76.0,
2010-08-28,Zoumana Bakayogo,,34.0
2010-08-28,Adam McGurk,,76.0
2010-08-31,Arnaud Mendy,,45.0
2010-08-31,John Welsh,45.0,
2010-08-31,Ian Goodison,,89.0
2010-08-31,Sam Morrow,,61.0
2010-08-31,Maxime Blanchard,89.0,
2010-08-31,Kayleden Brown,61.0,
2010-09-04,Kayleden Brown,,65.0
2010-09-04,Adam McGurk,65.0,
2010-09-11,Ryan Fraughan,60.0,
2010-09-11,Sam Morrow,54.0,
2010-09-11,Lucas Akins,,54.0
2010-09-11,Zoumana Bakayogo,,60.0
2010-09-11,Maxime Blanchard,35.0,
2010-09-11,Joss Labadie,,35.0
2010-09-18,Dale Jennings,,46.0
2010-09-18,Sam Morrow,46.0,
2010-09-25,Arnaud Mendy,62.0,
2010-09-25,Dale Jennings,70.0,
2010-09-25,Lucas Akins,53.0,
2010-09-25,Adam McGurk,,70.0
2010-09-25,Ian Moore,,53.0
2010-09-25,Ryan Fraughan,,62.0
2010-09-28,Timothy Cathalina,,82.0
2010-09-28,Dale Jennings,89.0,
2010-09-28,Jermaine Grandison,46.0,
2010-09-28,Zoumana Bakayogo,,89.0
2010-09-28,Nick Wood,,46.0
2010-09-28,Lucas Akins,82.0,
2010-10-02,Arnaud Mendy,80.0,
2010-10-02,Ryan Fraughan,,80.0
2010-10-09,Lucas Akins,59.0,
2010-10-09,Ryan Fraughan,,65.0
2010-10-09,Ian Moore,,59.0
2010-10-09,Sam Morrow,,75.0
2010-10-09,Dale Jennings,75.0,
2010-10-09,Arnaud Mendy,65.0,
2010-10-16,Paul McLaren,65.0,
2010-10-16,Sam Morrow,,72.0
2010-10-16,Lucas Akins,72.0,
2010-10-16,Ryan Fraughan,,65.0
2010-10-23,Aaron Cresswell,70.0,
2010-10-23,Arnaud Mendy,,89.0
2010-10-23,Dale Jennings,83.0,
2010-10-23,Zoumana Bakayogo,,70.0
2010-10-23,Joss Labadie,89.0,
2010-10-23,Ryan Fraughan,,83.0
2010-10-26,Liam Darville,67.0,
2010-10-26,Ryan Fraughan,,67.0
2010-10-30,Enoch Showunmi,83.0,
2010-10-30,Ryan Fraughan,,83.0
2010-10-30,Lucas Akins,,83.0
2010-10-30,Dale Jennings,83.0,
2010-10-30,Timothy Cathalina,85.0,
2010-10-30,Liam Darville,,85.0
2010-11-02,Lucas Akins,,55.0
2010-11-02,Timothy Cathalina,55.0,
2010-11-06,Ian Moore,77.0,
2010-11-06,Maxime Blanchard,46.0,
2010-11-06,Dale Jennings,65.0,
2010-11-06,Ryan Fraughan,,65.0
2010-11-06,Lucas Akins,,46.0
2010-11-06,Sam Morrow,,77.0
2010-11-09,Enoch Showunmi,83.0,
2010-11-09,Sam Morrow,,83.0
2010-11-13,Jermaine Grandison,,77.0
2010-11-13,Enoch Showunmi,41.0,
2010-11-13,Sam Morrow,,41.0
2010-11-13,Marlon Broomes,77.0,
2010-11-20,Enoch Showunmi,52.0,
2010-11-20,Lucas Akins,,52.0
2010-11-20,Zoumana Bakayogo,25.0,
2010-11-20,Aaron Cresswell,,25.0
2010-11-23,Adam McGurk,,74.0
2010-11-23,Nick Wood,,66.0
2010-11-23,Sam Mantom,74.0,
2010-11-23,Timothy Cathalina,66.0,
2010-12-11,Ryan Fraughan,,76.0
2010-12-11,Ian Moore,70.0,
2010-12-11,Adam McGurk,,70.0
2010-12-11,Sam Mantom,76.0,
2010-12-11,Maxime Blanchard,46.0,
2010-12-11,Lateef Elford-Alliyu,,46.0
2010-12-14,Adam McGurk,,78.0
2010-12-14,Dale Jennings,78.0,
2010-12-14,Aaron Cresswell,,72.0
2010-12-14,Lateef Elford-Alliyu,72.0,
2011-01-01,Ash Taylor,26.0,
2011-01-01,Dale Jennings,,65.0
2011-01-01,Jermaine Grandison,,26.0
2011-01-01,Lateef Elford-Alliyu,65.0,
2011-01-03,Maxime Blanchard,,85.0
2011-01-03,Timothy Cathalina,85.0,
2011-01-08,Lucas Akins,,82.0
2011-01-08,Ian Goodison,77.0,
2011-01-08,Ian Moore,82.0,
2011-01-08,Dale Jennings,86.0,
2011-01-08,Adam McGurk,,86.0
2011-01-08,Mark McChrystal,,77.0
2011-01-15,Dale Jennings,84.0,
2011-01-15,Lateef Elford-Alliyu,74.0,
2011-01-15,Ian Moore,,74.0
2011-01-15,Adam McGurk,,84.0
2011-01-15,Zoumana Bakayogo,78.0,
2011-01-15,Ryan Fraughan,,78.0
2011-01-22,Dale Jennings,89.0,
2011-01-22,Marlon Broomes,24.0,
2011-01-22,Nick Wood,,24.0
2011-01-22,Lucas Akins,,89.0
2011-01-25,Ian Moore,,84.0
2011-01-25,Dale Jennings,84.0,
2011-01-25,Adam McGurk,,79.0
2011-01-25,Lateef Elford-Alliyu,79.0,
2011-02-01,Andy Robinson,,80.0
2011-02-01,Dale Jennings,80.0,
2011-02-01,Nick Wood,,74.0
2011-02-01,Ian Goodison,74.0,
2011-02-12,Andy Robinson,,82.0
2011-02-12,Ash Taylor,89.0,
2011-02-12,Lucas Akins,82.0,
2011-02-12,Zoumana Bakayogo,,87.0
2011-02-12,Nick Wood,,89.0
2011-02-12,Lateef Elford-Alliyu,87.0,
2011-02-19,Andy Robinson,,80.0
2011-02-19,Zoumana Bakayogo,,64.0
2011-02-19,Robbie Weir,,75.0
2011-02-19,Joss Labadie,80.0,
2011-02-19,Lucas Akins,64.0,
2011-02-19,Ash Taylor,75.0,
2011-02-22,Robbie Weir,,73.0
2011-02-22,Aaron Cresswell,32.0,
2011-02-22,Zoumana Bakayogo,,32.0
2011-02-22,Joss Labadie,73.0,
2011-02-26,Robbie Weir,70.0,
2011-02-26,Adam McGurk,,76.0
2011-02-26,Lucas Akins,76.0,
2011-02-26,Andy Robinson,,70.0
2011-03-05,Andy Robinson,75.0,
2011-03-05,Lateef Elford-Alliyu,,75.0
2011-03-08,Adam McGurk,,37.0
2011-03-08,Ash Taylor,37.0,
2011-03-08,Joss Labadie,64.0,
2011-03-08,Zoumana Bakayogo,80.0,
2011-03-08,Lucas Akins,,80.0
2011-03-08,Lateef Elford-Alliyu,,64.0
2011-03-12,Ash Taylor,,81.0
2011-03-12,Adam McGurk,,70.0
2011-03-12,Zoumana Bakayogo,70.0,
2011-03-12,Lucas Akins,81.0,
2011-03-19,Dale Jennings,63.0,
2011-03-19,Andy Robinson,86.0,
2011-03-19,Joss Labadie,,73.0
2011-03-19,Lucas Akins,73.0,
2011-03-19,Ash Taylor,,86.0
2011-03-19,Zoumana Bakayogo,,63.0
2011-03-28,Ash Taylor,,77.0
2011-03-28,Joss Labadie,,38.0
2011-03-28,Zoumana Bakayogo,,73.0
2011-03-28,Andy Robinson,38.0,
2011-03-28,Lucas Akins,77.0,
2011-03-28,Dale Jennings,73.0,
2011-04-02,Adam McGurk,,69.0
2011-04-02,Lucas Akins,,89.0
2011-04-02,Zoumana Bakayogo,69.0,
2011-04-02,Dale Jennings,89.0,
2011-04-05,Robbie Weir,77.0,
2011-04-05,Dale Jennings,38.0,
2011-04-05,Adam McGurk,,38.0
2011-04-05,Lucas Akins,,77.0
2011-04-09,Robbie Weir,89.0,
2011-04-09,Maxime Blanchard,,89.0
2011-04-09,Aaron Cresswell,79.0,
2011-04-09,Adam McGurk,,79.0
2011-04-16,Robbie Weir,83.0,
2011-04-16,Maxime Blanchard,,83.0
2011-04-16,Ian Goodison,89.0,
2011-04-16,Aaron Cresswell,66.0,
2011-04-16,Nick Wood,,89.0
2011-04-16,Adam McGurk,,66.0
2011-04-19,Andy Robinson,,83.0
2011-04-19,Adam McGurk,,70.0
2011-04-19,Robbie Weir,70.0,
2011-04-19,Zoumana Bakayogo,60.0,
2011-04-19,Lucas Akins,83.0,
2011-04-19,Dale Jennings,,60.0
2011-04-22,Dale Jennings,,68.0
2011-04-22,Adam McGurk,,68.0
2011-04-22,Robbie Weir,60.0,
2011-04-22,Zoumana Bakayogo,68.0,
2011-04-22,Lucas Akins,68.0,
2011-04-22,Andy Robinson,,60.0
2011-04-25,Zoumana Bakayogo,,85.0
2011-04-25,Andy Robinson,86.0,
2011-04-25,Maxime Blanchard,,86.0
2011-04-25,Adam McGurk,,82.0
2011-04-25,Enoch Showunmi,85.0,
2011-04-25,Dale Jennings,82.0,
2011-04-30,Andy Robinson,78.0,
2011-04-30,Dale Jennings,69.0,
2011-04-30,Adam McGurk,61.0,
2011-04-30,Zoumana Bakayogo,,69.0
2011-04-30,Maxime Blanchard,,78.0
2011-04-30,Joss Labadie,,61.0
2011-05-07,Andy Robinson,70.0,
2011-05-07,Robbie Weir,83.0,
2011-05-07,Zoumana Bakayogo,,83.0
2011-05-07,Joss Labadie,,62.0
2011-05-07,Mark McChrystal,,70.0
2011-05-07,Lucas Akins,62.0,
2011-08-06,Martin Devaney,83.0,
2011-08-06,Mustafa Tiryaki,75.0,
2011-08-06,Joss Labadie,,83.0
2011-08-06,Lucas Akins,,75.0
2011-08-09,Enoch Showunmi,,46.0
2011-08-09,Lucas Akins,,62.0
2011-08-09,Martin Devaney,62.0,
2011-08-09,Mark McChrystal,66.0,
2011-08-09,Mustafa Tiryaki,46.0,
2011-08-09,David Raven,,66.0
2011-08-13,Andy Robinson,74.0,
2011-08-13,Martin Devaney,80.0,
2011-08-13,Joss Labadie,,74.0
2011-08-13,Lucas Akins,,80.0
2011-08-16,Joss Labadie,,46.0
2011-08-16,Michael Kay,,24.0
2011-08-16,Lucas Akins,,59.0
2011-08-16,Ian Goodison,24.0,
2011-08-16,Andy Robinson,46.0,
2011-08-16,Martin Devaney,59.0,
2011-08-20,Lucas Akins,61.0,
2011-08-20,Zoumana Bakayogo,,81.0
2011-08-20,Joss Labadie,,77.0
2011-08-20,Mustafa Tiryaki,,61.0
2011-08-20,Martin Devaney,81.0,
2011-08-20,Andy Robinson,77.0,
2011-08-27,Mustafa Tiryaki,66.0,
2011-08-27,Lucas Akins,74.0,
2011-08-27,Enoch Showunmi,,66.0
2011-08-27,Zoumana Bakayogo,,74.0
2011-08-27,Andy Robinson,68.0,
2011-08-27,Joss Labadie,,68.0
2011-08-30,Lucas Akins,60.0,
2011-08-30,David Raven,,13.0
2011-08-30,Andy Robinson,66.0,60.0
2011-08-30,Max Power,,66.0
2011-08-30,Mark McChrystal,13.0,
2011-09-03,Zoumana Bakayogo,,15.0
2011-09-03,Enoch Showunmi,75.0,
2011-09-03,Lucas Akins,,75.0
2011-09-03,Martin Devaney,15.0,
2011-09-10,Joss Labadie,,77.0
2011-09-10,Enoch Showunmi,62.0,
2011-09-10,Mustafa Tiryaki,,62.0
2011-09-10,Adam McGurk,73.0,
2011-09-10,Max Power,77.0,
2011-09-10,Zoumana Bakayogo,,73.0
2011-09-13,Robbie Weir,68.0,
2011-09-13,Mustafa Tiryaki,,68.0
2011-09-17,Zoumana Bakayogo,,70.0
2011-09-17,Adam McGurk,85.0,
2011-09-17,Ryan Donaldson,27.0,
2011-09-17,Mustafa Tiryaki,,85.0
2011-09-17,Joss Labadie,70.0,27.0
2011-09-24,Enoch Showunmi,84.0,
2011-09-24,Mustafa Tiryaki,,84.0
2011-10-01,Mustafa Tiryaki,,84.0
2011-10-01,Joss Labadie,,71.0
2011-10-01,Zoumana Bakayogo,,89.0
2011-10-01,Enoch Showunmi,84.0,
2011-10-01,Robbie Weir,71.0,
2011-10-01,Adam McGurk,89.0,
2011-10-08,Zoumana Bakayogo,,76.0
2011-10-08,Michael Kay,,85.0
2011-10-08,Jose Baxter,76.0,
2011-10-08,Mustafa Tiryaki,,88.0
2011-10-08,Enoch Showunmi,88.0,
2011-10-08,Lucas Akins,85.0,
2011-10-12,Zoumana Bakayogo,41.0,
2011-10-12,Adam McGurk,,41.0
2011-10-12,Robbie Weir,,69.0
2011-10-12,Lucas Akins,69.0,
2011-10-15,Enoch Showunmi,89.0,
2011-10-15,Mustafa Tiryaki,,89.0
2011-10-15,Max Power,,89.0
2011-10-15,Adam McGurk,89.0,
2011-10-22,Jose Baxter,87.0,
2011-10-22,Zoumana Bakayogo,,68.0
2011-10-22,Joss Labadie,,87.0
2011-10-22,Mustafa Tiryaki,,78.0
2011-10-22,Adam McGurk,68.0,
2011-10-22,Enoch Showunmi,78.0,
2011-10-25,Robbie Weir,89.0,
2011-10-25,Zoumana Bakayogo,,71.0
2011-10-25,Jose Baxter,79.0,
2011-10-25,Mustafa Tiryaki,71.0,
2011-10-25,Joss Labadie,,89.0
2011-10-25,Andy Robinson,,79.0
2011-10-29,David Buchanan,71.0,
2011-10-29,Adam McGurk,58.0,
2011-10-29,Zoumana Bakayogo,,58.0
2011-10-29,Joss Labadie,,71.0
2011-11-09,Enoch Showunmi,,57.0
2011-11-09,Mustafa Tiryaki,86.0,
2011-11-09,Zoumana Bakayogo,57.0,
2011-11-09,Adam McGurk,71.0,
2011-11-09,Max Power,,86.0
2011-11-09,Joss Labadie,,71.0
2011-11-12,Martin Devaney,,63.0
2011-11-12,Enoch Showunmi,,63.0
2011-11-12,Joss Labadie,,72.0
2011-11-12,Adam McGurk,63.0,
2011-11-12,Mustafa Tiryaki,63.0,
2011-11-12,Lucas Akins,72.0,
2011-11-19,Mustafa Tiryaki,68.0,
2011-11-19,Robbie Weir,85.0,
2011-11-19,Andy Robinson,82.0,
2011-11-19,Martin Devaney,,82.0
2011-11-19,Joss Labadie,,85.0
2011-11-19,Adam McGurk,,68.0
2011-11-26,Mustafa Tiryaki,,63.0
2011-11-26,Adam McGurk,63.0,
2011-11-26,Lucas Akins,82.0,
2011-11-26,Martin Devaney,,82.0
2011-12-10,Enoch Showunmi,70.0,
2011-12-10,Adam McGurk,,46.0
2011-12-10,Robbie Weir,77.0,
2011-12-10,Mustafa Tiryaki,,70.0
2011-12-10,Lucas Akins,46.0,
2011-12-10,Joss Labadie,,77.0
2011-12-17,Andy Robinson,,70.0
2011-12-17,Mustafa Tiryaki,,80.0
2011-12-17,Adam McGurk,70.0,
2011-12-17,Michael Kay,65.0,
2011-12-17,Danny Holmes,,65.0
2011-12-17,Jose Baxter,80.0,
2011-12-30,Max Power,,89.0
2011-12-30,Zoumana Bakayogo,,75.0
2011-12-30,Adam McGurk,75.0,
2011-12-30,Robbie Weir,89.0,
2012-01-02,Mustafa Tiryaki,46.0,
2012-01-02,Robbie Weir,72.0,
2012-01-02,Zoumana Bakayogo,77.0,
2012-01-02,John Welsh,,46.0
2012-01-02,Adam McGurk,,72.0
2012-01-02,Ian Goodison,,77.0
2012-01-07,Adam McGurk,,75.0
2012-01-07,Ian Goodison,,68.0
2012-01-07,Martin Devaney,75.0,
2012-01-07,Joss Labadie,44.0,
2012-01-07,Danny Holmes,68.0,
2012-01-07,Robbie Weir,,44.0
2012-01-14,Lucas Akins,59.0,
2012-01-14,Martin Devaney,,59.0
2012-01-17,Lucas Akins,84.0,
2012-01-17,Ian Goodison,72.0,
2012-01-17,Joss Labadie,,72.0
2012-01-17,Cole Stockton,,84.0
2012-01-21,Lucas Akins,,46.0
2012-01-21,Ash Taylor,,83.0
2012-01-21,Lateef Elford-Alliyu,46.0,
2012-01-21,Robbie Weir,83.0,
2012-01-28,Adam McGurk,73.0,
2012-01-28,Lateef Elford-Alliyu,,73.0
2012-01-28,Martin Devaney,85.0,
2012-01-28,Ryan Brunt,,85.0
2012-02-04,Robbie Weir,,46.0
2012-02-04,Lateef Elford-Alliyu,,69.0
2012-02-04,James Wallace,69.0,
2012-02-04,Ryan Brunt,,63.0
2012-02-04,Mustafa Tiryaki,63.0,
2012-02-04,Martin Devaney,46.0,
2012-02-14,Adam McGurk,86.0,
2012-02-14,Lucas Akins,,86.0
2012-02-14,Ryan Brunt,69.0,
2012-02-14,Ian Goodison,72.0,
2012-02-14,Mustafa Tiryaki,,69.0
2012-02-14,Mark McChrystal,,72.0
2012-02-18,Ryan Brunt,85.0,
2012-02-18,Adam McGurk,83.0,
2012-02-18,Lucas Akins,,83.0
2012-02-18,Mustafa Tiryaki,,85.0
2012-02-25,Joss Labadie,,73.0
2012-02-25,Enoch Showunmi,,64.0
2012-02-25,Andy Robinson,,65.0
2012-02-25,James Wallace,64.0,
2012-02-25,Robbie Weir,73.0,
2012-02-25,Ryan Brunt,65.0,
2012-03-03,Zoumana Bakayogo,,77.0
2012-03-03,Robbie Weir,,46.0
2012-03-03,Ryan Brunt,59.0,
2012-03-03,Adam McGurk,77.0,
2012-03-03,Enoch Showunmi,,59.0
2012-03-03,Martin Devaney,46.0,
2012-03-06,Lucas Akins,63.0,
2012-03-06,James Wallace,76.0,
2012-03-06,Robbie Weir,74.0,
2012-03-06,Joss Labadie,,76.0
2012-03-06,Enoch Showunmi,,63.0
2012-03-06,Zoumana Bakayogo,,74.0
2012-03-10,Zoumana Bakayogo,,68.0
2012-03-10,Robbie Weir,,89.0
2012-03-10,Andy Robinson,81.0,
2012-03-10,Enoch Showunmi,68.0,
2012-03-10,Joss Labadie,,81.0
2012-03-10,Lucas Akins,89.0,
2012-03-13,Zoumana Bakayogo,,79.0
2012-03-13,Andy Robinson,79.0,
2012-03-17,Zoumana Bakayogo,87.0,
2012-03-17,Ryan Brunt,66.0,
2012-03-17,Jake Cassidy,,66.0
2012-03-17,Robbie Weir,,87.0
2012-03-20,Ryan Brunt,78.0,
2012-03-20,Zoumana Bakayogo,,67.0
2012-03-20,Enoch Showunmi,67.0,
2012-03-20,Jake Cassidy,,78.0
2012-03-24,Jake Cassidy,,46.0
2012-03-24,Enoch Showunmi,46.0,
2012-03-24,James Wallace,38.0,
2012-03-24,Andy Robinson,76.0,
2012-03-24,Zoumana Bakayogo,,76.0
2012-03-24,Joss Labadie,,38.0
2012-03-31,Joss Labadie,74.0,
2012-03-31,Andy Robinson,74.0,
2012-03-31,Ryan Brunt,56.0,
2012-03-31,Zoumana Bakayogo,,56.0
2012-03-31,Robbie Weir,,74.0
2012-03-31,Enoch Showunmi,,74.0
2012-04-06,Enoch Showunmi,78.0,
2012-04-06,Ryan Brunt,,78.0
2012-04-09,Andy Robinson,,61.0
2012-04-09,Robbie Weir,61.0,
2012-04-09,Jake Cassidy,61.0,
2012-04-09,Enoch Showunmi,,61.0
2012-04-14,Andy Robinson,86.0,
2012-04-14,Adam McGurk,,59.0
2012-04-14,Ryan Brunt,,86.0
2012-04-14,Jake Cassidy,86.0,
2012-04-14,Robbie Weir,,86.0
2012-04-14,Enoch Showunmi,59.0,
2012-04-21,Andy Coughlin,,73.0
2012-04-21,Adam McGurk,88.0,
2012-04-21,Jake Cassidy,73.0,
2012-04-21,Robbie Weir,,88.0
2012-04-28,Adam McGurk,,78.0
2012-04-28,Lucas Akins,78.0,
2012-04-28,Robbie Weir,,86.0
2012-04-28,Andy Robinson,78.0,
2012-04-28,James Wallace,86.0,
2012-04-28,Martin Devaney,,78.0
2012-05-05,Robbie Weir,,39.0
2012-05-05,Mark McChrystal,39.0,
2012-05-05,Mustafa Tiryaki,67.0,
2012-05-05,Lucas Akins,,67.0
2012-05-05,Jake Kirby,,75.0
2012-05-05,Jake Cassidy,75.0,
2012-08-14,Jean-Louis Akpa Akpro,100.0,
2012-08-14,Max Power,,112.0
2012-08-14,Abdulai Bell-Baggie,,100.0
2012-08-14,Andy Robinson,112.0,
2012-08-14,Danny Harrison,,112.0
2012-08-14,Liam Palmer,112.0,
2012-08-18,Andy Robinson,76.0,
2012-08-18,Abdulai Bell-Baggie,,76.0
2012-08-18,Cole Stockton,,82.0
2012-08-18,Jean-Louis Akpa Akpro,82.0,
2012-08-21,Joe Thompson,82.0,
2012-08-21,Andy Robinson,73.0,
2012-08-21,Jean-Louis Akpa Akpro,71.0,
2012-08-21,Max Power,,82.0
2012-08-21,Cole Stockton,,71.0
2012-08-21,Abdulai Bell-Baggie,,73.0
2012-08-25,Cole Stockton,,63.0
2012-08-25,Joe Thompson,63.0,
2012-08-25,Jake Cassidy,63.0,
2012-08-25,Abdulai Bell-Baggie,,63.0
2012-08-28,Ash Taylor,65.0,
2012-08-28,Joe Thompson,67.0,
2012-08-28,Abdulai Bell-Baggie,,67.0
2012-08-28,Michael Kay,,65.0
2012-08-28,Danny Harrison,,76.0
2012-08-28,Andy Robinson,76.0,
2012-09-01,Andy Robinson,78.0,
2012-09-01,Jake Cassidy,83.0,
2012-09-01,Jake Kirby,,78.0
2012-09-01,Cole Stockton,,83.0
2012-09-04,Danny Holmes,46.0,
2012-09-04,Jake Kirby,,75.0
2012-09-04,Michael Kay,,46.0
2012-09-04,Max Power,75.0,
2012-09-04,Cole Stockton,,64.0
2012-09-04,Joe Thompson,64.0,
2012-09-08,Abdulai Bell-Baggie,73.0,
2012-09-08,Adam McGurk,,73.0
2012-09-15,Abdulai Bell-Baggie,73.0,
2012-09-15,Andy Robinson,85.0,
2012-09-15,Danny Harrison,,85.0
2012-09-15,Joe Thompson,,73.0
2012-09-15,James Wallace,89.0,
2012-09-15,Jake Kirby,,89.0
2012-09-18,Jean-Louis Akpa Akpro,79.0,
2012-09-18,Cole Stockton,,79.0
2012-09-18,Jake Kirby,,87.0
2012-09-18,Abdulai Bell-Baggie,64.0,
2012-09-18,Andy Robinson,87.0,
2012-09-18,Joe Thompson,,64.0
2012-09-22,Danny Harrison,,71.0
2012-09-22,Joe Thompson,71.0,
2012-09-22,Andy Robinson,89.0,
2012-09-22,Michael Kay,,89.0
2012-09-29,Danny Harrison,,88.0
2012-09-29,Adam McGurk,,85.0
2012-09-29,James Wallace,88.0,
2012-09-29,Joe Thompson,85.0,
2012-10-02,Adam McGurk,,22.0
2012-10-02,Andy Robinson,22.0,
2012-10-06,Joe Thompson,,18.0
2012-10-06,Jean-Louis Akpa Akpro,18.0,
2012-10-13,Cole Stockton,,46.0
2012-10-13,Joe Thompson,46.0,
2012-10-13,Paul Black,,86.0
2012-10-13,Adam McGurk,86.0,
2012-10-20,Abdulai Bell-Baggie,89.0,
2012-10-20,Joe Thompson,,89.0
2012-10-20,Jake Jervis,73.0,
2012-10-20,Paul Black,,73.0
2012-10-23,Andy Robinson,70.0,
2012-10-23,Adam McGurk,77.0,
2012-10-23,Joe Thompson,,70.0
2012-10-23,Cole Stockton,,77.0
