game_date,player_name,min_off,min_on
1965-08-23,Jack Lornie,,75.0
1965-08-23,Mandy Hill,75.0,
1965-10-15,Eddie Stuart,82.0,
1965-10-15,Johnny King,,82.0
1966-01-08,Barry Dyson,73.0,
1966-01-08,Graham Stanley,,73.0
1966-01-14,Jack Lornie,,60.0
1966-01-14,Joe Pritchard,60.0,
1986-09-27,Andy Thorpe,,
1986-09-27,Doug Anderson,46.0,
1986-09-27,Frank Worthington,,46.0
1986-10-11,Frank Worthington,,39.0
1986-10-11,Mark Hughes,39.0,
1987-02-14,Simon Farnworth,,
1987-03-21,Andy Thorpe,,73.0
1987-03-21,Johnny Morrissey,,
1987-03-21,Neil Horwood,73.0,
1987-08-18,Mark McCarrick,,
1987-09-15,Steve Mungall,,
1987-10-17,Chris Malkin,75.0,
1987-10-17,Dave Higgins,,75.0
1987-10-17,Mark Hughes,75.0,
1987-10-17,Steve Craven,,75.0
1987-10-30,Dave Higgins,,29.0
1987-10-30,Mark Hughes,29.0,
1987-10-30,Ronnie Moore,78.0,
1987-10-30,Steve Craven,,78.0
1988-09-05,Mark McCarrick,,90.0
1988-09-05,Dave Higgins,50.0,
1988-10-24,Mark Hughes,,
1988-10-24,Mark McCarrick,,
1988-11-12,Johnny Morrissey,,
1988-12-13,Chris Malkin,,80.0
1988-12-13,Johnny Morrissey,80.0,
1989-02-18,Johnny Morrissey,,
1989-03-13,Eddie Bishop,,
1989-03-17,Eddie Murray,,65.0
1989-03-17,Mark Hughes,65.0,
1990-02-06,Eddie Bishop,,83.0
1990-02-06,Jimmy Harvey,83.0,
1990-02-09,Johnny Morrissey,57.0,
1990-02-09,Chris Malkin,,57.0
1990-02-17,Neil McNab,,
1990-04-14,Eddie Bishop,,
1990-04-20,David Fairclough,,67.0
1990-04-20,Steve Mungall,67.0,
1990-04-23,David Fairclough,,73.0
1990-04-23,Eddie Bishop,,80.0
1990-04-23,Jimmy Harvey,80.0,
1990-04-23,Mark Hughes,73.0,
1990-05-05,Dave Higgins,,
1990-05-05,Ian Muir,68.0,
1990-05-05,Johnny Morrissey,,68.0
1990-05-27,Steve Mungall,77.0,
1990-05-27,Jimmy Harvey,68.0,
1990-05-27,David Fairclough,,77.0
1990-05-27,Eddie Bishop,,68.0
1990-08-31,Dave Martindale,,67.0
1990-08-31,Kenny Irons,,80.0
1990-08-31,Mark Hughes,80.0,
1990-08-31,Mark McCarrick,67.0,
1990-10-20,Mark Hughes,,
1990-10-22,Ged Brannan,,46.0
1990-10-22,Johnny Morrissey,46.0,
1990-11-03,Eddie Bishop,,
1990-12-29,Steve Mungall,,71.0
1990-12-29,Neil McNab,,
1990-12-29,Steve Cooper,63.0,
1990-12-29,Ian Muir,,63.0
1990-12-29,Mark Hughes,71.0,
1991-02-26,Dave Higgins,85.0,
1991-02-26,Eric Nixon,,
1991-02-26,Johnny Morrissey,,85.0
1991-02-26,Kenny Irons,85.0,
1991-02-26,Steve Cooper,,85.0
1991-03-05,Chris Malkin,,76.0
1991-03-05,Jimmy Harvey,76.0,
1991-03-05,Johnny Morrissey,76.0,
1991-03-05,Kenny Irons,,76.0
1991-06-01,Jimmy Harvey,,74.0
1991-06-01,Jim Steel,14.0,
1991-06-01,Dave Martindale,74.0,
1991-06-01,Chris Malkin,,14.0
1991-08-27,Mark Hughes,,
1991-08-27,Neil McNab,,70.0
1991-08-27,Shaun Garnett,70.0,
1991-08-31,Kenny Irons,56.0,
1991-08-31,Neil McNab,,56.0
1991-09-07,Johnny Morrissey,77.0,
1991-09-07,Kenny Irons,78.0,
1991-09-07,Neil McNab,,78.0
1991-09-07,Steve Cooper,,77.0
1991-09-28,Neil McNab,,45.0
1991-09-28,Kenny Irons,45.0,
1991-09-28,Johnny Morrissey,82.0,
1991-09-28,Chris Malkin,,82.0
1991-10-04,Dave Martindale,,
1991-10-04,Ged Brannan,80.0,
1991-10-04,Neil McNab,,80.0
1991-10-12,Chris Malkin,,55.0
1991-10-12,Dave Higgins,,
1991-10-12,Johnny Morrissey,55.0,
1991-10-12,Kenny Irons,55.0,
1991-10-12,Neil McNab,,55.0
1991-10-26,Chris Malkin,,72.0
1991-10-26,Steve Mungall,72.0,
1991-11-16,Steve Cooper,,76.0
1991-11-16,Mark Hughes,65.0,
1991-11-16,Chris Malkin,76.0,
1991-11-16,Jimmy Harvey,,65.0
1991-11-30,Chris Malkin,,59.0
1991-11-30,Dave Martindale,59.0,
1991-11-30,Jimmy Harvey,,59.0
1991-11-30,Mark Hughes,59.0,
1991-12-28,Chris Malkin,,76.0
1991-12-28,John Aldridge,,
1991-12-28,Mark Hughes,76.0,
1992-01-04,Steve Cooper,59.0,
1992-01-04,Neil McNab,,59.0
1992-01-04,Steve Mungall,59.0,
1992-01-04,Chris Malkin,,59.0
1992-01-04,Dave Higgins,,
1992-04-04,Dave Higgins,,
1992-04-25,Chris Malkin,,64.0
1992-04-25,Johnny Morrissey,64.0,
1992-10-10,Chris Malkin,78.0,
1992-10-10,Dave Martindale,74.0,
1992-10-10,Kenny Irons,,74.0
1992-10-10,Steve Cooper,,78.0
1992-10-24,Mark Hughes,,55.0
1992-10-24,Steve Vickers,55.0,
1992-11-14,Ged Brannan,26.0,
1992-11-14,Mark Hughes,,26.0
1992-12-16,Neil McNab,,
1993-01-02,John Aldridge,,
1993-01-02,Dave Martindale,,16.0
1993-01-02,Ged Brannan,16.0,
1993-01-09,Dave Martindale,,84.0
1993-01-09,Kenny Irons,84.0,
1993-02-06,Ian Muir,,70.0
1993-02-06,Kenny Irons,70.0,
1993-02-13,Chris Malkin,61.0,
1993-02-13,Dave Martindale,,67.0
1993-02-13,Ian Muir,,67.0
1993-02-13,Neil McNab,67.0,
1993-03-06,Mark Hughes,,45.0
1993-03-06,Ged Brannan,,
1993-03-06,Steve Vickers,45.0,
1993-03-13,Tommy Coyne,76.0,
1993-03-13,Graham Branch,,76.0
1993-04-24,John Aldridge,,61.0
1993-04-24,Tommy Coyne,61.0,
1993-05-08,Danny Coyne,,
1993-08-28,Chris Malkin,,
1993-08-28,Ian Nolan,,
1993-11-20,Gary Jones,,63.0
1993-11-20,Kenny Irons,63.0,
1994-02-05,Eric Nixon,,
1994-02-05,Pat Nevin,73.0,
1994-02-05,Danny Coyne,,73.0
1994-02-23,Steve Mungall,,72.0
1994-02-23,Ged Brannan,72.0,
1994-04-12,Johnny Morrissey,,
1994-05-15,Ian Muir,,68.0
1994-05-15,Kenny Irons,68.0,
1994-05-18,Eric Nixon,,
1994-05-18,Ian Muir,,55.0
1994-05-18,Kenny Irons,55.0,
1994-05-18,Martin Jones,,89.0
1994-05-18,Pat Nevin,89.0,
1994-08-13,Ian Muir,,55.0
1994-08-13,Shaun Garnett,55.0,
1995-02-11,Kenny Irons,12.0,
1995-02-11,Shaun Garnett,,
1995-02-11,Gary Jones,,12.0
1995-02-25,Chris Malkin,81.0,
1995-02-25,John Aldridge,,81.0
1995-08-12,Gary Stevens,18.0,
1995-08-12,Ian Moore,,72.0
1995-08-12,Shaun Garnett,72.0,
1995-08-12,Steve Mungall,,18.0
1995-08-26,Ian Moore,,70.0
1995-08-26,Kenny Irons,70.0,
1995-09-09,Gary Stevens,,60.0
1995-09-09,Johnny Morrissey,60.0,
1995-09-09,Shaun Teale,,
1995-09-16,Liam O'Brien,67.0,
1995-09-16,Ian Moore,,67.0
1995-09-16,Gary Jones,,46.0
1995-09-16,Gary Stevens,46.0,
1995-09-19,Ian Moore,,80.0
1995-09-19,Johnny Morrissey,80.0,
1995-09-23,Ian Moore,,85.0
1995-09-23,John Aldridge,89.0,
1995-09-23,Jon Kenworthy,,89.0
1995-09-23,Shaun Garnett,85.0,
1995-09-30,Pat Nevin,25.0,
1995-09-30,Gary Stevens,75.0,
1995-09-30,Ian Moore,,75.0
1995-09-30,Jon Kenworthy,,25.0
1995-10-07,Ian Moore,,82.0
1995-10-07,Gary Bennett,82.0,
1995-10-14,Graham Branch,,81.0
1995-10-14,John Aldridge,81.0,
1995-10-24,Gary Bennett,74.0,
1995-10-24,Graham Branch,,74.0
1995-11-08,Gary Bennett,74.0,
1995-11-08,Graham Branch,,74.0
1995-11-19,Graham Branch,,75.0
1995-11-19,Ian Moore,75.0,
1995-11-22,Gary Stevens,84.0,
1995-11-22,Kenny Irons,,84.0
1995-11-25,Pat Nevin,83.0,
1995-11-25,Kenny Irons,63.0,
1995-11-25,Alan Rogers,,63.0
1995-11-25,Graham Branch,,83.0
1995-12-02,Gary Bennett,82.0,
1995-12-02,Graham Branch,,82.0
1995-12-02,Liam O'Brien,,76.0
1995-12-02,Shaun Garnett,76.0,
1995-12-09,Gary Jones,60.0,
1995-12-09,Graham Branch,67.0,
1995-12-09,Johnny Morrissey,,67.0
1995-12-09,Liam O'Brien,,60.0
1995-12-16,Liam O'Brien,,51.0
1995-12-16,Ian Moore,51.0,
1995-12-16,Kenny Irons,,79.0
1995-12-16,Pat Nevin,79.0,
1995-12-26,Johnny Morrissey,,57.0
1995-12-26,Gary Bennett,57.0,
1996-01-01,Johnny Morrissey,,83.0
1996-01-01,Pat Nevin,83.0,
1996-01-06,Gary Jones,70.0,
1996-01-06,Liam O'Brien,,70.0
1996-01-13,Gary Jones,,46.0
1996-01-13,Graham Branch,89.0,
1996-01-13,Kenny Irons,46.0,
1996-01-13,Steve Mungall,,89.0
1996-01-20,Graham Branch,,77.0
1996-01-20,Dave Higgins,77.0,
1996-01-30,Steve Mungall,,77.0
1996-01-30,Pat Nevin,84.0,
1996-01-30,Graham Branch,,84.0
1996-01-30,Liam O'Brien,77.0,
1996-02-03,Alan Mahon,,81.0
1996-02-03,Graham Branch,,19.0
1996-02-03,Liam O'Brien,19.0,
1996-02-03,Steve Mungall,81.0,
1996-02-10,Tony Thomas,46.0,
1996-02-10,Pat Nevin,77.0,
1996-02-10,Kenny Irons,70.0,
1996-02-10,Graham Branch,,77.0
1996-02-10,Alan Mahon,,70.0
1996-02-10,Johnny Morrissey,,46.0
1996-02-17,John McGreal,81.0,
1996-02-17,Shaun Garnett,,81.0
1996-02-20,Graham Branch,83.0,
1996-02-20,Johnny Morrissey,,83.0
1996-02-24,Liam O'Brien,77.0,
1996-02-24,Johnny Morrissey,,77.0
1996-02-24,Shaun Garnett,46.0,
1996-02-24,Gary Bennett,77.0,
1996-02-24,Gary Jones,,77.0
1996-02-24,Steve Mungall,,46.0
1996-03-03,Kenny Irons,,68.0
1996-03-03,Paul Cook,68.0,
1996-03-03,Graham Branch,87.0,
1996-03-03,Dave Higgins,,90.0
1996-03-03,Gary Bennett,,87.0
1996-03-03,Alan Rogers,90.0,
1996-03-09,Gary Stevens,46.0,
1996-03-09,Graham Branch,69.0,
1996-03-09,Johnny Morrissey,,69.0
1996-03-09,Kenny Irons,,46.0
1996-03-12,Gary Bennett,,80.0
1996-03-12,Graham Branch,80.0,
1996-03-16,Gary Bennett,,76.0
1996-03-16,Graham Branch,76.0,
1996-03-16,Kenny Irons,,90.0
1996-03-16,Pat Nevin,90.0,
1996-03-23,Tony Thomas,58.0,
1996-03-23,Pat Nevin,89.0,
1996-03-23,Johnny Morrissey,,58.0
1996-03-23,Kenny Irons,,89.0
1996-03-30,Graham Branch,,81.0
1996-03-30,Kenny Irons,81.0,
1996-04-02,Gary Jones,,85.0
1996-04-02,Graham Branch,85.0,
1996-04-02,Kenny Irons,,77.0
1996-04-02,Paul Cook,77.0,
1996-04-06,Kenny Irons,57.0,
1996-04-06,Graham Branch,,57.0
1996-04-08,Jon Kenworthy,,83.0
1996-04-08,Graham Branch,83.0,
1996-04-13,Gary Jones,,82.0
1996-04-13,John Aldridge,82.0,
1996-04-13,Johnny Morrissey,75.0,
1996-04-13,Jon Kenworthy,,75.0
1996-04-13,Kenny Irons,82.0,
1996-04-13,Liam O'Brien,,82.0
1996-04-17,Johnny Morrissey,79.0,
1996-04-17,Pat Nevin,,79.0
1996-04-17,Alan Morgan,,80.0
1996-04-17,Alan Rogers,80.0,
1996-04-20,Alan Morgan,,66.0
1996-04-20,Gary Jones,,75.0
1996-04-20,John Aldridge,75.0,
1996-04-20,Kenny Irons,66.0,
1996-04-27,Pat Nevin,16.0,
1996-04-27,Alan Morgan,,16.0
1996-04-27,Dave Higgins,,
1996-04-27,Ian Moore,,86.0
1996-04-27,John Aldridge,86.0,
1996-04-30,Alan Rogers,62.0,
1996-04-30,Ian Moore,,85.0
1996-04-30,Alan Morgan,,62.0
1996-04-30,John Aldridge,85.0,
1996-05-05,Kenny Irons,76.0,
1996-05-05,Ian Moore,,76.0
1996-08-17,Pat Nevin,,69.0
1996-08-17,Ian Moore,,86.0
1996-08-17,Ged Brannan,,79.0
1996-08-17,Kenny Irons,69.0,
1996-08-17,John Aldridge,79.0,
1996-08-17,Johnny Morrissey,86.0,
1996-08-21,Ged Brannan,,86.0
1996-08-21,Graham Branch,,73.0
1996-08-21,Kenny Irons,86.0,
1996-08-21,Ivano Bonetti,73.0,
1996-08-23,Ian Moore,,68.0
1996-08-23,Ged Brannan,,22.0
1996-08-23,Graham Branch,,30.0
1996-08-23,John McGreal,68.0,
1996-08-23,Alan Rogers,22.0,
1996-08-23,Ivano Bonetti,30.0,
1996-08-27,Pat Nevin,,87.0
1996-08-27,Alan Mahon,77.0,
1996-08-27,Johnny Morrissey,87.0,
1996-08-27,Alan Morgan,,77.0
1996-08-31,Johnny Morrissey,30.0,
1996-08-31,Pat Nevin,,30.0
1996-08-31,Tony Thomas,,57.0
1996-08-31,Gary Stevens,57.0,
1996-09-03,Liam O'Brien,69.0,
1996-09-03,Kenny Irons,77.0,
1996-09-03,Alan Mahon,,69.0
1996-09-03,Ian Moore,,77.0
1996-09-07,Ian Moore,,89.0
1996-09-07,Gary Jones,,75.0
1996-09-07,John Aldridge,89.0,
1996-09-07,Kenny Irons,75.0,
1996-09-10,John Aldridge,88.0,
1996-09-10,Tony Thomas,,90.0
1996-09-10,Ian Moore,,88.0
1996-09-14,Gary Jones,,75.0
1996-09-14,Ivano Bonetti,,45.0
1996-09-14,Paul Cook,75.0,
1996-09-14,Liam O'Brien,45.0,
1996-09-17,John McGreal,,73.0
1996-09-17,Graham Branch,73.0,
1996-09-21,Liam O'Brien,74.0,
1996-09-21,Alan Mahon,,74.0
1996-09-24,Kenny Irons,,56.0
1996-09-24,Alan Mahon,,80.0
1996-09-24,Gary Jones,,80.0
1996-09-24,Johnny Morrissey,56.0,
1996-09-24,Paul Cook,80.0,
1996-09-24,Dave Higgins,80.0,
1996-09-28,Gary Jones,,90.0
1996-09-28,Johnny Morrissey,,80.0
1996-09-28,Graham Branch,80.0,
1996-10-01,Gary Jones,,73.0
1996-10-01,Graham Branch,80.0,
1996-10-01,Liam O'Brien,73.0,
1996-10-01,Johnny Morrissey,,80.0
1996-10-04,Gary Jones,,46.0
1996-10-04,Andy Thorn,46.0,
1996-10-12,Gary Jones,,89.0
1996-10-12,Paul Cook,,85.0
1996-10-12,Johnny Morrissey,,89.0
1996-10-12,Graham Branch,89.0,
1996-10-12,Alan Rogers,89.0,
1996-10-12,Kenny Irons,85.0,
1996-10-15,Paul Cook,80.0,
1996-10-15,Graham Branch,80.0,
1996-10-15,Andy Thorn,60.0,
1996-10-15,Gary Jones,,60.0
1996-10-15,Johnny Morrissey,,80.0
1996-10-15,Alan Mahon,,80.0
1996-10-20,Pat Nevin,,54.0
1996-10-20,Alan Mahon,,68.0
1996-10-20,Paul Cook,,78.0
1996-10-20,Johnny Morrissey,78.0,
1996-10-20,Ivano Bonetti,54.0,
1996-10-20,Kenny Irons,68.0,
1996-10-26,John Aldridge,,81.0
1996-10-26,Gary Jones,81.0,
1996-10-29,Gary Jones,80.0,
1996-10-29,Ivano Bonetti,,80.0
1996-10-29,Alan Mahon,80.0,
1996-10-29,John Aldridge,,80.0
1996-11-02,John Aldridge,,75.0
1996-11-02,Ivano Bonetti,,75.0
1996-11-02,Dave Higgins,,66.0
1996-11-02,Ian Moore,75.0,
1996-11-02,Andy Thorn,66.0,
1996-11-02,Liam O'Brien,75.0,
1996-11-15,Alan Mahon,78.0,
1996-11-15,Tony Thomas,78.0,
1996-11-15,Graham Branch,,78.0
1996-11-15,Kenny Irons,,78.0
1996-11-23,John Aldridge,78.0,
1996-11-23,Gary Jones,,78.0
1996-11-23,Kenny Irons,,87.0
1996-11-23,Pat Nevin,,89.0
1996-11-23,Ged Brannan,87.0,
1996-11-23,Ian Moore,89.0,
1996-11-30,Alan Mahon,,65.0
1996-11-30,Ian Moore,28.0,
1996-11-30,Kenny Irons,,76.0
1996-11-30,Alan Rogers,76.0,
1996-11-30,Paul Cook,65.0,
1996-11-30,Pat Nevin,,28.0
1996-12-03,Kenny Irons,,37.0
1996-12-03,Pat Nevin,70.0,
1996-12-03,Gary Jones,,70.0
1996-12-03,Alan Mahon,58.0,
1996-12-03,Paul Cook,,58.0
1996-12-03,Alan Rogers,37.0,
1996-12-07,Kenny Irons,76.0,
1996-12-07,Pat Nevin,76.0,
1996-12-07,Gary Jones,,76.0
1996-12-07,Johnny Morrissey,,76.0
1996-12-14,Pat Nevin,,81.0
1996-12-14,Alan Mahon,,60.0
1996-12-14,Johnny Morrissey,60.0,
1996-12-14,Graham Branch,81.0,
1996-12-14,Gary Jones,,81.0
1996-12-14,Kenny Irons,81.0,
1996-12-21,Johnny Morrissey,,80.0
1996-12-21,John Aldridge,,58.0
1996-12-21,Kenny Irons,,46.0
1996-12-21,Tony Thomas,46.0,
1996-12-21,Liam O'Brien,80.0,
1996-12-21,Graham Branch,58.0,
1996-12-26,Liam O'Brien,46.0,
1996-12-26,Ian Moore,61.0,
1996-12-26,Alan Mahon,46.0,
1996-12-26,Pat Nevin,,46.0
1996-12-26,Johnny Morrissey,,46.0
1996-12-26,Graham Branch,,61.0
1997-01-01,Alan Mahon,,33.0
1997-01-01,Graham Branch,,66.0
1997-01-01,John Aldridge,89.0,
1997-01-01,Ian Moore,,89.0
1997-01-01,Danny Coyne,33.0,
1997-01-01,Liam O'Brien,66.0,
1997-01-10,John Aldridge,70.0,
1997-01-10,Graham Branch,,80.0
1997-01-10,Paul Cook,80.0,
1997-01-10,Johnny Morrissey,45.0,
1997-01-10,Kenny Irons,,45.0
1997-01-10,Ian Moore,,70.0
1997-01-14,Graham Branch,,78.0
1997-01-14,Liam O'Brien,67.0,
1997-01-14,Johnny Morrissey,53.0,
1997-01-14,Tony Thomas,79.0,
1997-01-14,Ian Moore,,67.0
1997-01-14,Kenny Irons,,79.0
1997-01-18,Ian Moore,,76.0
1997-01-18,Kenny Irons,,34.0
1997-01-18,Alan Rogers,,81.0
1997-01-18,Pat Nevin,37.0,
1997-01-18,Liam O'Brien,76.0,
1997-01-18,Johnny Morrissey,81.0,
1997-01-28,Graham Branch,79.0,
1997-01-28,Pat Nevin,61.0,
1997-01-28,Ged Brannan,56.0,
1997-01-28,Ivano Bonetti,,79.0
1997-01-28,Gary Jones,,56.0
1997-01-28,Alan Rogers,,61.0
1997-02-01,Gary Jones,,79.0
1997-02-01,Alan Rogers,,46.0
1997-02-01,Pat Nevin,79.0,
1997-02-01,Gary Stevens,46.0,
1997-02-07,Graham Branch,56.0,
1997-02-07,Kenny Irons,56.0,
1997-02-07,Gary Stevens,64.0,
1997-02-07,Gary Jones,,56.0
1997-02-07,Ged Brannan,,56.0
1997-02-07,Pat Nevin,,64.0
1997-02-22,Liam O'Brien,87.0,
1997-02-22,Gary Jones,,80.0
1997-02-22,Alan Mahon,,87.0
1997-02-22,John Aldridge,,88.0
1997-02-22,Graham Branch,88.0,
1997-02-22,Pat Nevin,80.0,
1997-02-28,Graham Branch,82.0,
1997-02-28,John Aldridge,,67.0
1997-02-28,Alan Mahon,,82.0
1997-02-28,Kenny Irons,67.0,
1997-03-04,Graham Branch,,57.0
1997-03-04,Gary Jones,,88.0
1997-03-04,John Aldridge,88.0,
1997-03-04,Pat Nevin,57.0,
1997-03-08,Ian Moore,53.0,
1997-03-08,John Aldridge,71.0,
1997-03-08,Paul Cook,,71.0
1997-03-08,Graham Branch,,53.0
1997-03-08,Gary Jones,,47.0
1997-03-08,Andy Thorn,47.0,
1997-03-15,Pat Nevin,86.0,65.0
1997-03-15,Johnny Morrissey,,86.0
1997-03-15,Graham Branch,65.0,
1997-03-18,Johnny Morrissey,,56.0
1997-03-18,Alan Mahon,56.0,
1997-03-18,Graham Branch,56.0,
1997-03-18,John Aldridge,,56.0
1997-03-18,Dave Challinor,,73.0
1997-03-18,Dave Higgins,73.0,
1997-03-22,Paul Cook,87.0,
1997-03-22,Johnny Morrissey,73.0,
1997-03-22,Graham Branch,,73.0
1997-03-22,Alan Mahon,,87.0
1997-03-28,Graham Branch,,74.0
1997-03-28,Paul Cook,,78.0
1997-03-28,Lee Jones,74.0,
1997-03-28,John Aldridge,78.0,
1997-03-31,Johnny Morrissey,78.0,
1997-03-31,Kenny Irons,83.0,
1997-03-31,Graham Branch,,78.0
1997-03-31,John Aldridge,,83.0
1997-04-04,Alan Mahon,,87.0
1997-04-04,John Aldridge,78.0,
1997-04-04,Kenny Irons,87.0,
1997-04-04,Paul Cook,,66.0
1997-04-04,Johnny Morrissey,66.0,
1997-04-04,Graham Branch,,78.0
1997-04-12,Tony Thomas,89.0,
1997-04-12,Johnny Morrissey,82.0,
1997-04-12,Andy Thorn,65.0,
1997-04-12,John Aldridge,,65.0
1997-04-12,Graham Branch,,82.0
1997-04-12,Alan Mahon,,89.0
1997-04-15,Johnny Morrissey,71.0,
1997-04-15,John Aldridge,,71.0
1997-04-19,Johnny Morrissey,77.0,
1997-04-19,Liam O'Brien,86.0,
1997-04-19,John Aldridge,,77.0
1997-04-19,Graham Branch,,86.0
1997-04-26,Pat Nevin,,71.0
1997-04-26,Johnny Morrissey,71.0,
1997-05-04,Johnny Morrissey,,75.0
1997-05-04,Alan Mahon,75.0,
1997-08-09,John Aldridge,,80.0
1997-08-09,Graham Branch,68.0,
1997-08-09,Liam O'Brien,80.0,
1997-08-09,Paul Cook,83.0,
1997-08-09,Kenny Irons,,83.0
1997-08-09,Johnny Morrissey,,68.0
1997-08-12,Liam O'Brien,82.0,
1997-08-12,Alan Morgan,,90.0
1997-08-12,Kenny Irons,,82.0
1997-08-15,Graham Branch,,80.0
1997-08-15,Johnny Morrissey,80.0,
1997-08-15,Kenny Irons,,90.0
1997-08-15,John Aldridge,,84.0
1997-08-15,David Kelly,84.0,
1997-08-22,Lee Jones,87.0,
1997-08-22,Kenny Irons,,84.0
1997-08-22,Johnny Morrissey,84.0,
1997-08-22,Graham Branch,,87.0
1997-08-26,Johnny Morrissey,63.0,
1997-08-26,Kenny Irons,,44.0
1997-08-26,Paul Cook,44.0,
1997-08-26,Graham Branch,,63.0
1997-08-30,Graham Branch,,59.0
1997-08-30,David Kelly,12.0,
1997-08-30,Kenny Irons,,28.0
1997-08-30,Johnny Morrissey,59.0,
1997-08-30,John Aldridge,,12.0
1997-08-30,Andy Thorn,28.0,
1997-09-02,Liam O'Brien,80.0,
1997-09-02,Gary Stevens,80.0,
1997-09-02,Kenny Irons,,80.0
1997-09-02,John Aldridge,,80.0
1997-09-07,Alan Morgan,46.0,
1997-09-07,Gary Stevens,72.0,
1997-09-07,Kenny Irons,72.0,
1997-09-07,Dave Challinor,,72.0
1997-09-07,Johnny Morrissey,,72.0
1997-09-07,Liam O'Brien,,46.0
1997-09-13,Graham Branch,,75.0
1997-09-13,Johnny Morrissey,75.0,
1997-09-16,Gary Jones,82.0,
1997-09-16,Johnny Morrissey,76.0,
1997-09-16,Liam O'Brien,68.0,
1997-09-16,Graham Branch,,76.0
1997-09-16,Alan Mahon,,68.0
1997-09-16,Kenny Irons,,82.0
1997-09-20,Graham Branch,,79.0
1997-09-20,Johnny Morrissey,79.0,
1997-09-20,Gary Stevens,75.0,
1997-09-20,Paul Cook,71.0,
1997-09-20,Alan Mahon,,71.0
1997-09-20,Alan Morgan,,75.0
1997-09-23,Alan Morgan,,84.0
1997-09-23,Johnny Morrissey,60.0,
1997-09-23,Graham Branch,,46.0
1997-09-23,Alan Mahon,,60.0
1997-09-23,Liam O'Brien,84.0,
1997-09-23,Lee Jones,46.0,
1997-09-27,Liam O'Brien,27.0,
1997-09-27,Alan Mahon,,85.0
1997-09-27,Gary Stevens,85.0,
1997-09-27,Kenny Irons,,27.0
1997-10-04,Alan Morgan,,62.0
1997-10-04,Alan Mahon,,68.0
1997-10-04,Graham Branch,68.0,
1997-10-04,Lee Jones,81.0,
1997-10-04,John Aldridge,,81.0
1997-10-04,Dave Challinor,62.0,
1997-10-14,Liam O'Brien,,90.0
1997-10-14,John McGreal,90.0,
1997-10-14,Lee Jones,76.0,
1997-10-14,Alan Mahon,,76.0
1997-10-18,Graham Branch,,35.0
1997-10-18,Kevin McIntyre,,82.0
1997-10-18,Alan Mahon,82.0,
1997-10-18,David Kelly,35.0,
1997-10-22,Andy Parkinson,,81.0
1997-10-22,Alan Mahon,59.0,
1997-10-22,Johnny Morrissey,81.0,
1997-10-22,Liam O'Brien,,59.0
1997-10-25,Alan Mahon,,62.0
1997-10-25,Johnny Morrissey,62.0,
1997-10-25,Andy Thompson,46.0,
1997-10-25,Kevin McIntyre,,46.0
1997-11-01,Kenny Irons,84.0,
1997-11-01,Micky Mellon,,84.0
1997-11-08,Alan Mahon,,70.0
1997-11-08,Graham Branch,84.0,
1997-11-08,Gary Jones,70.0,
1997-11-08,Dave Challinor,,74.0
1997-11-08,Andy Thorn,74.0,
1997-11-08,Johnny Morrissey,,84.0
1997-11-15,John Aldridge,77.0,
1997-11-15,Kenny Irons,69.0,
1997-11-15,Johnny Morrissey,,77.0
1997-11-15,Alan Mahon,,69.0
1997-11-22,Lee Jones,87.0,
1997-11-22,Gary Jones,,75.0
1997-11-22,Johnny Morrissey,,46.0
1997-11-22,Alan Mahon,,87.0
1997-11-22,John McGreal,46.0,
1997-11-22,John Aldridge,75.0,
1997-11-29,Kenny Irons,75.0,
1997-11-29,John Aldridge,65.0,
1997-11-29,Andy Thorn,75.0,
1997-11-29,Gary Jones,,75.0
1997-11-29,Johnny Morrissey,,65.0
1997-11-29,Dave Challinor,,75.0
1997-12-06,Gary Stevens,57.0,
1997-12-06,Alan Mahon,,74.0
1997-12-06,Lee Jones,74.0,
1997-12-06,John Aldridge,,57.0
1997-12-13,Andy Parkinson,,77.0
1997-12-13,Liam O'Brien,77.0,
1997-12-20,Dave Challinor,,47.0
1997-12-20,John Aldridge,,62.0
1997-12-20,Andy Thorn,47.0,
1997-12-20,Micky Mellon,62.0,
1997-12-26,Kenny Irons,75.0,
1997-12-26,Johnny Morrissey,,75.0
1998-01-09,John Aldridge,65.0,
1998-01-09,Gary Stevens,81.0,
1998-01-09,Gary Jones,,81.0
1998-01-09,Andy Parkinson,,65.0
1998-01-13,Andy Thorn,44.0,
1998-01-13,Alan Mahon,,80.0
1998-01-13,Clint Hill,,44.0
1998-01-13,Johnny Morrissey,,70.0
1998-01-13,Micky Mellon,80.0,
1998-01-13,Andy Parkinson,70.0,
1998-01-17,Andy Parkinson,,76.0
1998-01-17,John Aldridge,76.0,
1998-01-31,Graham Branch,,57.0
1998-01-31,Lee Jones,57.0,
1998-01-31,Johnny Morrissey,,67.0
1998-01-31,Micky Mellon,79.0,
1998-01-31,Alan Morgan,67.0,
1998-01-31,Alan Mahon,,79.0
1998-02-04,Andy Parkinson,53.0,
1998-02-04,Alan Morgan,,83.0
1998-02-04,Gary Jones,70.0,
1998-02-04,Johnny Morrissey,,70.0
1998-02-04,Graham Branch,,53.0
1998-02-04,Stephen Frail,83.0,
1998-02-07,Micky Mellon,,61.0
1998-02-07,Gary Jones,,69.0
1998-02-07,John McGreal,69.0,
1998-02-07,Liam O'Brien,61.0,
1998-02-10,Andy Parkinson,,66.0
