type,timeElapsed,addedTime,penalty,ownGoal,displayTime,first,full,abbreviation,last,score,halfTime,fullTime,extraTime,shootout,aggregate,aggregateGoalsAway,team,team_name,date,home_goal,away_goal,home_score,away_score,trfc_score,opp_score
goal,38,0,False,False,38',Callum,Callum McManaman,McManaman,McManaman,1,1,1,,,,,awayTeam,Tranmere Rovers,2021-11-06T15:00:00+00:00,0,1,0,1,1,1
goal,22,0,False,False,22',Harry,Harry Smith,Smith,Smith,4,2,4,,,,,homeTeam,Leyton Orient,2021-12-04T15:00:00+00:00,1,0,1,0,0,1
goal,36,0,False,False,36',Omar,Omar Beckles,Beckles,Beckles,4,2,4,,,,,homeTeam,Leyton Orient,2021-12-04T15:00:00+00:00,1,0,2,0,0,2
goal,60,0,True,False,60',Aaron,Aaron Drinan,Drinan,Drinan,4,2,4,,,,,homeTeam,Leyton Orient,2021-12-04T15:00:00+00:00,1,0,3,0,0,3
goal,83,0,False,False,83',Harry,Harry Smith,Smith,Smith,4,2,4,,,,,homeTeam,Leyton Orient,2021-12-04T15:00:00+00:00,1,0,4,0,0,4
goal,23,0,False,False,23',Charlie,Charlie Jolley,Jolley,Jolley,4,2,4,,,,,homeTeam,Tranmere Rovers,2022-01-08T15:00:00+00:00,1,0,1,0,1,0
goal,31,0,False,False,31',Elliott,Elliott Nevitt,Nevitt,Nevitt,4,2,4,,,,,homeTeam,Tranmere Rovers,2022-01-08T15:00:00+00:00,1,0,2,0,2,0
goal,75,0,False,False,75',Sam,Sam Foley,Foley,Foley,4,2,4,,,,,homeTeam,Tranmere Rovers,2022-01-08T15:00:00+00:00,1,0,3,0,3,0
goal,89,0,False,False,89',Ryan,Ryan Watson,Watson,Watson,4,2,4,,,,,homeTeam,Tranmere Rovers,2022-01-08T15:00:00+00:00,1,0,4,0,4,0
goal,29,0,False,False,29',Aramide,Aramide Oteh,Oteh,Oteh,1,1,1,,,,,homeTeam,Salford City,2022-01-11T19:45:00+00:00,1,0,1,0,0,1
goal,70,0,False,False,70',Paul,Paul Glatzel,Glatzel,Glatzel,1,0,1,,,,,awayTeam,Tranmere Rovers,2022-01-11T19:45:00+00:00,0,1,1,1,1,1
goal,3,0,False,False,3',Charlie,Charlie Jolley,Jolley,Jolley,2,2,2,,,,,homeTeam,Tranmere Rovers,2022-01-15T15:00:00+00:00,1,0,1,0,1,0
goal,16,0,False,False,16',Charlie,Charlie Jolley,Jolley,Jolley,2,2,2,,,,,homeTeam,Tranmere Rovers,2022-01-15T15:00:00+00:00,1,0,2,0,2,0
goal,65,0,False,False,65',Jay,Jay Spearing,Spearing,Spearing,1,0,1,,,,,awayTeam,Tranmere Rovers,2022-01-22T15:00:00+00:00,0,1,0,1,1,1
goal,6,0,False,False,6',Matt,Matt Stevens,Stevens,Stevens,4,2,4,,,,,awayTeam,Forest Green Rovers,2022-01-29T15:00:00+00:00,0,1,0,1,1,1
goal,42,0,False,False,42',Jamille,Jamille Matt,Matt,Matt,4,2,4,,,,,awayTeam,Forest Green Rovers,2022-01-29T15:00:00+00:00,0,1,0,2,2,2
goal,53,0,False,False,53',Jordan,Jordan Moore-Taylor,Moore-Taylor,Moore-Taylor,4,2,4,,,,,awayTeam,Forest Green Rovers,2022-01-29T15:00:00+00:00,0,1,0,3,3,3
goal,70,0,False,False,70',Regan,Regan Hendry,Hendry,Hendry,4,2,4,,,,,awayTeam,Forest Green Rovers,2022-01-29T15:00:00+00:00,0,1,0,4,4,4
goal,48,0,False,False,48',Kieron,Kieron Morris,Morris,Morris,1,0,1,,,,,homeTeam,Tranmere Rovers,2022-02-01T19:45:00+00:00,1,0,1,0,1,0
goal,16,0,False,False,16',Josh,Josh Hawkes,Hawkes,Hawkes,1,1,1,,,,,awayTeam,Tranmere Rovers,2022-02-05T15:00:00+00:00,0,1,0,1,1,1
goal,58,0,True,False,58',Oliver,Oliver Banks,Banks,Banks,1,0,1,,,,,homeTeam,Barrow,2022-02-05T15:00:00+00:00,1,0,1,1,1,1
goal,6,0,False,False,6',Kane,Kane Hemmings,Hemmings,Hemmings,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-02-08T19:45:00+00:00,1,0,1,0,1,0
goal,58,0,False,False,58',Paul,Paul Glatzel,Glatzel,Glatzel,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-02-08T19:45:00+00:00,1,0,2,0,2,0
goal,72,0,True,False,72',Kane,Kane Hemmings,Hemmings,Hemmings,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-02-08T19:45:00+00:00,1,0,3,0,3,0
goal,85,0,True,False,85',Conor,Conor Wilkinson,Wilkinson,Wilkinson,1,0,1,,,,,homeTeam,Walsall,2022-02-12T15:00:00+00:00,1,0,1,0,0,1
goal,45,1,False,True,45'+1,Peter,Peter Clarke,Clarke,Clarke,1,1,1,,,,,homeTeam,Hartlepool United,2022-02-15T19:45:00+00:00,1,0,1,0,0,1
goal,50,0,False,False,50',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,homeTeam,Tranmere Rovers,2022-02-19T15:00:00+00:00,1,0,1,0,1,0
goal,90,4,False,False,90'+4,Jamie,Jamie Proctor,Proctor,Proctor,1,0,1,,,,,awayTeam,Port Vale,2022-02-19T15:00:00+00:00,0,1,1,1,1,1
goal,49,0,False,False,49',Aaron,Aaron Lewis,Lewis,Lewis,4,0,4,,,,,homeTeam,Newport County,2022-02-26T15:00:00+00:00,1,0,1,0,0,1
goal,57,0,True,False,57',Dominic,Dominic Telford,Telford,Telford,4,0,4,,,,,homeTeam,Newport County,2022-02-26T15:00:00+00:00,1,0,2,0,0,2
goal,65,0,False,False,65',Josh,Josh Dacres-Cogley,Dacres-Cogley,Dacres-Cogley,2,0,2,,,,,awayTeam,Tranmere Rovers,2022-02-26T15:00:00+00:00,0,1,2,1,1,1
goal,84,0,False,True,84',Mickey,Mickey Demetriou,Demetriou,Demetriou,2,0,2,,,,,awayTeam,Tranmere Rovers,2022-02-26T15:00:00+00:00,0,1,2,2,2,2
goal,88,0,False,False,88',Finn,Finn Azaz,Azaz,Azaz,4,0,4,,,,,homeTeam,Newport County,2022-02-26T15:00:00+00:00,1,0,3,2,2,3
goal,90,2,False,False,90'+2,Dominic,Dominic Telford,Telford,Telford,4,0,4,,,,,homeTeam,Newport County,2022-02-26T15:00:00+00:00,1,0,4,2,2,4
goal,29,0,False,False,29',Fraser,Fraser Horsfall,Horsfall,Horsfall,3,2,3,,,,,homeTeam,Northampton Town,2022-03-05T15:00:00+00:00,1,0,1,0,0,1
goal,37,0,False,False,37',Fraser,Fraser Horsfall,Horsfall,Horsfall,3,2,3,,,,,homeTeam,Northampton Town,2022-03-05T15:00:00+00:00,1,0,2,0,0,2
goal,66,0,False,False,66',Mitchell,Mitchell Pinnock,Pinnock,Pinnock,3,2,3,,,,,homeTeam,Northampton Town,2022-03-05T15:00:00+00:00,1,0,3,0,0,3
goal,75,0,False,False,75',Joshua,Joshua McPake,McPake,McPake,2,0,2,,,,,awayTeam,Tranmere Rovers,2022-03-05T15:00:00+00:00,0,1,3,1,1,1
goal,88,0,True,False,88',Kane,Kane Hemmings,Hemmings,Hemmings,2,0,2,,,,,awayTeam,Tranmere Rovers,2022-03-05T15:00:00+00:00,0,1,3,2,2,2
goal,5,0,False,False,5',Peter,Peter Clarke,Clarke,Clarke,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-03-11T19:45:00+00:00,1,0,1,0,1,0
goal,45,6,False,False,45'+6,Matthew,Matthew Longstaff,M Longstaff,Longstaff,2,1,2,,,,,awayTeam,Mansfield Town,2022-03-11T19:45:00+00:00,0,1,1,1,1,1
goal,76,0,False,False,76',Elliott,Elliott Nevitt,Nevitt,Nevitt,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-03-11T19:45:00+00:00,1,0,2,1,2,1
goal,90,1,False,False,90'+1,Oliver,Oliver Hawkins,Hawkins,Hawkins,2,1,2,,,,,awayTeam,Mansfield Town,2022-03-11T19:45:00+00:00,0,1,2,2,2,2
goal,90,5,False,False,90'+5,Elliott,Elliott Nevitt,Nevitt,Nevitt,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-03-11T19:45:00+00:00,1,0,3,2,3,2
goal,49,0,False,False,49',Lewis,Lewis Warrington,Warrington,Warrington,2,0,2,,,,,homeTeam,Tranmere Rovers,2022-03-15T19:45:00+00:00,1,0,1,0,1,0
goal,65,0,True,False,65',Kane,Kane Hemmings,Hemmings,Hemmings,2,0,2,,,,,homeTeam,Tranmere Rovers,2022-03-15T19:45:00+00:00,1,0,2,0,2,0
goal,15,0,False,False,15',Ben,Ben Goodliffe,Goodliffe,Goodliffe,1,1,1,,,,,homeTeam,Sutton United,2022-03-19T15:00:00+00:00,1,0,1,0,0,1
goal,68,0,False,False,68',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,awayTeam,Tranmere Rovers,2022-03-19T15:00:00+00:00,0,1,1,1,1,1
goal,90,5,False,False,90'+5,Junior,Junior Tchamadeu,Tchamadeu,Tchamadeu,1,0,1,,,,,homeTeam,Colchester United,2022-03-26T15:00:00+00:00,1,0,1,0,0,1
goal,15,0,False,False,15',Kane,Kane Hemmings,Hemmings,Hemmings,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-02T15:00:00+01:00,1,0,1,0,1,0
goal,55,0,False,False,55',Omari,Omari Patrick,Patrick,Patrick,2,0,2,,,,,awayTeam,Carlisle United,2022-04-02T15:00:00+01:00,0,1,1,1,1,1
goal,76,0,False,False,76',Elliott,Elliott Nevitt,Nevitt,Nevitt,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-02T15:00:00+01:00,1,0,2,1,2,1
goal,90,7,False,False,90'+7,Oluwatobi,Tobi Sho-Silva,Sho-Silva,Sho-Silva,2,0,2,,,,,awayTeam,Carlisle United,2022-04-02T15:00:00+01:00,0,1,2,2,2,2
goal,56,0,False,False,56',Kane,Kane Hemmings,Hemmings,Hemmings,1,0,1,,,,,homeTeam,Tranmere Rovers,2022-04-09T15:00:00+01:00,1,0,1,0,1,0
goal,63,0,False,False,63',Elliot,Elliot Anderson,Anderson,Anderson,1,0,1,,,,,awayTeam,Bristol Rovers,2022-04-09T15:00:00+01:00,0,1,1,1,1,1
goal,19,0,False,False,19',Jamie,Jamie Walker,Walker,Walker,1,1,1,,,,,homeTeam,Bradford City,2022-04-15T15:00:00+01:00,1,0,1,0,0,1
goal,89,0,False,False,89',Callum,Callum McManaman,McManaman,McManaman,1,0,1,,,,,awayTeam,Tranmere Rovers,2022-04-15T15:00:00+01:00,0,1,1,1,1,1
goal,39,0,False,False,39',Josh,Josh Hawkes,Hawkes,Hawkes,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-18T15:00:00+01:00,1,0,1,0,1,0
goal,81,0,False,False,81',Elliott,Elliott Nevitt,Nevitt,Nevitt,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-18T15:00:00+01:00,1,0,2,0,2,0
goal,23,0,True,False,23',Luke,Luke Norris,Norris,Norris,2,1,2,,,,,homeTeam,Stevenage,2022-04-23T15:00:00+01:00,1,0,1,0,0,1
goal,67,0,False,False,67',Luke,Luke Norris,Norris,Norris,2,1,2,,,,,homeTeam,Stevenage,2022-04-23T15:00:00+01:00,1,0,2,0,0,2
goal,27,0,False,False,27',Josh,Josh Hawkes,Hawkes,Hawkes,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-30T15:00:00+01:00,1,0,1,0,1,0
goal,62,0,False,False,62',Kane,Kane Hemmings,Hemmings,Hemmings,2,1,2,,,,,homeTeam,Tranmere Rovers,2022-04-30T15:00:00+01:00,1,0,2,0,2,0
goal,37,0,False,False,37',Kane,Kane Hemmings,Hemmings,Hemmings,1,1,1,,,,,awayTeam,Tranmere Rovers,2022-05-07T15:00:00+01:00,0,1,0,1,1,1
goal,40,0,False,False,40',Jake,Jake Reeves,Reeves,Reeves,2,1,2,,,,,awayTeam,Stevenage,2022-07-30T15:00:00+01:00,0,1,0,1,1,1
goal,51,0,False,False,51',Kane,Kane Hemmings,Hemmings,Hemmings,1,0,1,,,,,homeTeam,Tranmere Rovers,2022-07-30T15:00:00+01:00,1,0,1,1,1,1
goal,84,0,False,False,84',Jordan,Jordan Roberts,Roberts,Roberts,2,1,2,,,,,awayTeam,Stevenage,2022-07-30T15:00:00+01:00,0,1,1,2,2,2
goal,59,0,False,False,59',Riley,Riley Harbottle,Harbottle,Harbottle,1,0,1,,,,,homeTeam,Mansfield Town,2022-08-06T15:00:00+01:00,1,0,1,0,0,1
goal,36,0,False,True,36',Josh,Josh Dacres-Cogley,Dacres-Cogley,Dacres-Cogley,2,1,2,,,,,homeTeam,Leyton Orient,2022-09-03T15:00:00+01:00,1,0,1,0,0,1
goal,85,0,False,False,85',Paul,Paul Smyth,Smyth,Smyth,2,1,2,,,,,homeTeam,Leyton Orient,2022-09-03T15:00:00+01:00,1,0,2,0,0,2
goal,3,0,False,False,3',Andy,Andy Cook,Cook,Cook,2,1,2,,,,,awayTeam,Bradford City,2022-09-13T19:45:00+01:00,0,1,0,1,1,1
goal,49,0,False,False,49',Kane,Kane Hemmings,Hemmings,Hemmings,1,0,1,,,,,homeTeam,Tranmere Rovers,2022-09-13T19:45:00+01:00,1,0,1,1,1,1
goal,75,0,False,False,75',Andy,Andy Cook,Cook,Cook,2,1,2,,,,,awayTeam,Bradford City,2022-09-13T19:45:00+01:00,0,1,1,2,2,2
goal,34,0,False,False,34',Josh,Josh Hawkes,Hawkes,Hawkes,1,1,1,,,,,awayTeam,Tranmere Rovers,2022-09-17T15:00:00+01:00,0,1,0,1,1,1
goal,25,0,False,False,25',Josh,Josh Hawkes,Hawkes,Hawkes,1,1,1,,,,,homeTeam,Tranmere Rovers,2022-10-01T15:00:00+01:00,1,0,1,0,1,0
goal,7,0,False,False,7',Brendan,Brendan Kiernan,Kiernan,Kiernan,2,1,2,,,,,homeTeam,Grimsby Town,2022-12-10T15:00:00+00:00,1,0,1,0,0,1
goal,58,0,False,False,58',Niall,Niall Maher,Maher,Maher,2,1,2,,,,,homeTeam,Grimsby Town,2022-12-10T15:00:00+00:00,1,0,2,0,0,2
goal,66,0,False,False,66',Jake,Jake Burton,Burton,Burton,1,0,1,,,,,awayTeam,Tranmere Rovers,2022-12-10T15:00:00+00:00,0,1,2,1,1,1
goal,45,0,False,False,45',Kane,Kane Hemmings,Hemmings,Hemmings,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-12-26T15:00:00+00:00,1,0,1,0,1,0
goal,59,0,False,False,59',Kieron,Kieron Morris,Morris,Morris,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-12-26T15:00:00+00:00,1,0,2,0,2,0
goal,77,0,False,False,77',Paul,Paul Lewis,Lewis,Lewis,3,1,3,,,,,homeTeam,Tranmere Rovers,2022-12-26T15:00:00+00:00,1,0,3,0,3,0
goal,6,0,False,False,6',Jordan,Jordan Turnbull,Turnbull,Turnbull,2,1,2,,,,,awayTeam,Tranmere Rovers,2022-12-29T19:45:00+00:00,0,1,0,1,1,1
goal,38,0,False,False,38',Jordan,Jordan Stevens,Stevens,Stevens,1,1,1,,,,,homeTeam,Barrow,2022-12-29T19:45:00+00:00,1,0,1,1,1,1
goal,82,0,False,False,82',Kane,Kane Hemmings,Hemmings,Hemmings,2,1,2,,,,,awayTeam,Tranmere Rovers,2022-12-29T19:45:00+00:00,0,1,1,2,2,2
goal,34,0,False,False,34',Charlie,Charlie Colkett,Colkett,Colkett,1,1,1,,,,,homeTeam,Crewe Alexandra,2023-01-01T15:00:00+00:00,1,0,1,0,0,1
goal,11,0,False,False,11',Alistair,Alistair Smith,Smith,Smith,2,1,2,,,,,awayTeam,Sutton United,2023-01-07T15:00:00+00:00,0,1,0,1,1,1
goal,39,0,False,False,39',Josh,Josh Hawkes,Hawkes,Hawkes,2,1,2,,,,,homeTeam,Tranmere Rovers,2023-01-07T15:00:00+00:00,1,0,1,1,1,1
goal,58,0,False,False,58',Kane,Kane Hemmings,Hemmings,Hemmings,2,1,2,,,,,homeTeam,Tranmere Rovers,2023-01-07T15:00:00+00:00,1,0,2,1,2,1
goal,61,0,False,False,61',Alistair,Alistair Smith,Smith,Smith,2,1,2,,,,,awayTeam,Sutton United,2023-01-07T15:00:00+00:00,0,1,2,2,2,2
goal,72,0,False,False,72',Danny,Danny Johnson,Johnson,Johnson,1,0,1,,,,,awayTeam,Walsall,2023-01-14T15:00:00+00:00,0,1,0,1,1,1
goal,78,0,False,False,78',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-01-14T15:00:00+00:00,1,0,1,1,1,1
goal,82,0,False,True,82',Omar,Omar Beckles,Beckles,Beckles,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-01-28T15:00:00+00:00,1,0,1,0,1,0
goal,19,0,False,False,19',Kyle,Kyle Knoyle,Knoyle,Knoyle,3,2,3,,,,,homeTeam,Stockport County,2023-02-04T15:00:00+00:00,1,0,1,0,0,1
goal,41,0,True,False,41',Kane,Kane Hemmings,Hemmings,Hemmings,2,1,2,,,,,awayTeam,Tranmere Rovers,2023-02-04T15:00:00+00:00,0,1,1,1,1,1
goal,45,0,False,False,45',Kyle,Kyle Wootton,Wootton,Wootton,3,2,3,,,,,homeTeam,Stockport County,2023-02-04T15:00:00+00:00,1,0,2,1,1,2
goal,78,0,False,False,78',Will,Will Collar,Collar,Collar,3,2,3,,,,,homeTeam,Stockport County,2023-02-04T15:00:00+00:00,1,0,3,1,1,3
goal,84,0,False,False,84',Kieron,Kieron Morris,Morris,Morris,2,1,2,,,,,awayTeam,Tranmere Rovers,2023-02-04T15:00:00+00:00,0,1,3,2,2,2
goal,62,0,False,False,62',Ben,Ben Close,Close,Close,2,0,2,,,,,homeTeam,Doncaster Rovers,2023-02-07T19:45:00+00:00,1,0,1,0,0,1
goal,65,0,False,False,65',Kyle,Kyle Hurst,Hurst,Hurst,2,0,2,,,,,homeTeam,Doncaster Rovers,2023-02-07T19:45:00+00:00,1,0,2,0,0,2
goal,22,0,False,False,22',Kieron,Kieron Morris,Morris,Morris,1,1,1,,,,,homeTeam,Tranmere Rovers,2023-02-11T15:00:00+00:00,1,0,1,0,1,0
goal,43,0,False,False,43',Jamie,Jamie Walker,Walker,Walker,2,1,2,,,,,homeTeam,Bradford City,2023-02-14T19:45:00+00:00,1,0,1,0,0,1
goal,74,0,False,False,74',Andy,Andy Cook,Cook,Cook,2,1,2,,,,,homeTeam,Bradford City,2023-02-14T19:45:00+00:00,1,0,2,0,0,2
goal,34,0,False,False,34',Riley,Riley Harbottle,Harbottle,Harbottle,2,1,2,,,,,awayTeam,Mansfield Town,2023-02-18T15:00:00+00:00,0,1,0,1,1,1
goal,54,0,False,False,54',Davis,Davis Keillor-Dunn,Keillor-Dunn,Keillor-Dunn,2,1,2,,,,,awayTeam,Mansfield Town,2023-02-18T15:00:00+00:00,0,1,0,2,2,2
goal,74,0,True,False,74',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,awayTeam,Tranmere Rovers,2023-02-25T15:00:00+00:00,0,1,0,1,1,1
goal,68,0,False,False,68',Jordan,Jordan Turnbull,Turnbull,Turnbull,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-02-28T19:45:00+00:00,1,0,1,0,1,0
goal,44,0,False,False,44',Callum,Callum Cooke,Cooke,Cooke,1,1,1,,,,,awayTeam,Hartlepool United,2023-03-04T15:00:00+00:00,0,1,0,1,1,1
goal,68,0,True,False,68',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-03-04T15:00:00+00:00,1,0,1,1,1,1
goal,32,0,False,False,32',Shaun,Shaun Williams,Williams,Williams,2,1,2,,,,,homeTeam,Gillingham,2023-03-11T15:00:00+00:00,1,0,1,0,0,1
goal,83,0,False,False,83',Conor,Conor Masterson,Masterson,Masterson,2,1,2,,,,,homeTeam,Gillingham,2023-03-11T15:00:00+00:00,1,0,2,0,0,2
goal,25,0,False,False,25',Aaron,Aaron Wildig,Wildig,Wildig,3,2,3,,,,,awayTeam,Newport County,2023-03-18T15:00:00+00:00,0,1,0,1,1,1
goal,29,0,False,False,29',Charlie,Charlie McNeill,McNeill,McNeill,3,2,3,,,,,awayTeam,Newport County,2023-03-18T15:00:00+00:00,0,1,0,2,2,2
goal,82,0,False,False,82',Calum,Calum Kavanagh,Kavanagh,Kavanagh,3,2,3,,,,,awayTeam,Newport County,2023-03-18T15:00:00+00:00,0,1,0,3,3,3
goal,90,2,False,False,90'+2,Regan,Regan Hendry,Hendry,Hendry,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-03-18T15:00:00+00:00,1,0,1,3,1,3
goal,13,0,False,False,13',Harvey,Harvey Saunders,Saunders,Saunders,1,1,1,,,,,awayTeam,Tranmere Rovers,2023-03-25T15:00:00+00:00,0,1,0,1,1,1
goal,65,0,True,False,65',Noah,Noah Chilvers,Chilvers,Chilvers,1,0,1,,,,,homeTeam,Colchester United,2023-03-25T15:00:00+00:00,1,0,1,1,1,1
goal,4,0,False,False,4',Luke,Luke Armstrong,Armstrong,Armstrong,1,1,1,,,,,awayTeam,Harrogate Town,2023-03-31T19:45:00+01:00,0,1,0,1,1,1
goal,36,0,False,True,36',Mark,Mark Oxley,Oxley,Oxley,1,1,1,,,,,homeTeam,Tranmere Rovers,2023-03-31T19:45:00+01:00,1,0,1,1,1,1
goal,3,0,False,False,3',Kristian,Kristian Dennis,Dennis,Dennis,2,2,2,,,,,homeTeam,Carlisle United,2023-04-07T15:00:00+01:00,1,0,1,0,0,1
goal,39,0,False,False,39',Kristian,Kristian Dennis,Dennis,Dennis,2,2,2,,,,,homeTeam,Carlisle United,2023-04-07T15:00:00+01:00,1,0,2,0,0,2
goal,22,0,False,False,22',Harvey,Harvey Saunders,Saunders,Saunders,1,1,1,,,,,homeTeam,Tranmere Rovers,2023-04-10T15:00:00+01:00,1,0,1,0,1,0
goal,8,0,False,False,8',Harvey,Harvey Saunders,Saunders,Saunders,1,1,1,,,,,awayTeam,Tranmere Rovers,2023-04-15T15:00:00+01:00,0,1,0,1,1,1
goal,30,0,False,False,30',Aramide,Aramide Oteh,Oteh,Oteh,2,2,2,,,,,homeTeam,Crawley Town,2023-04-15T15:00:00+01:00,1,0,1,1,1,1
goal,40,0,False,False,40',Jack,Jack Powell,Powell,Powell,2,2,2,,,,,homeTeam,Crawley Town,2023-04-15T15:00:00+01:00,1,0,2,1,1,2
goal,19,0,False,True,19',Richard,Richard O'Donnell,O'Donnell,O'Donnell,2,1,2,,,,,awayTeam,Tranmere Rovers,2023-04-18T19:45:00+01:00,0,1,0,1,1,1
goal,56,0,True,False,56',Josh,Josh Hawkes,Hawkes,Hawkes,2,1,2,,,,,awayTeam,Tranmere Rovers,2023-04-18T19:45:00+01:00,0,1,0,2,2,2
goal,69,0,False,False,69',Daniel,Danny Lloyd,Lloyd-McGoldrick,Lloyd-McGoldrick,2,0,2,,,,,homeTeam,Rochdale,2023-04-18T19:45:00+01:00,1,0,1,2,2,1
goal,90,3,False,False,90'+3,Ethan,Ethan Ebanks-Landell,Ebanks-Landell,Ebanks-Landell,2,0,2,,,,,homeTeam,Rochdale,2023-04-18T19:45:00+01:00,1,0,2,2,2,2
goal,33,0,True,False,33',Josh,Josh Hawkes,Hawkes,Hawkes,2,1,2,,,,,homeTeam,Tranmere Rovers,2023-04-22T15:00:00+01:00,1,0,1,0,1,0
goal,48,0,False,False,48',Rhys,Rhys Hughes,Hughes,Hughes,2,1,2,,,,,homeTeam,Tranmere Rovers,2023-04-22T15:00:00+01:00,1,0,2,0,2,0
goal,68,0,False,False,68',Ali Ibrahim Karim,Ali Al Hamadi,Al Hamadi,Al Hamadi,1,0,1,,,,,homeTeam,AFC Wimbledon,2023-04-29T15:00:00+01:00,1,0,1,0,0,1
goal,79,0,False,False,79',Samuel,Samuel Taylor,Taylor,Taylor,1,0,1,,,,,awayTeam,Tranmere Rovers,2023-04-29T15:00:00+01:00,0,1,1,1,1,1
goal,5,0,False,False,5',Sam,Sam Hoskins,Hoskins,Hoskins,1,1,1,,,,,awayTeam,Northampton Town,2023-05-08T12:30:00+01:00,0,1,0,1,1,1
goal,19,0,False,False,19',Niall,Niall Canavan,Canavan,Canavan,2,1,2,,,,,awayTeam,Barrow,2023-08-05T15:00:00+01:00,0,1,0,1,1,1
goal,63,0,True,False,63',Josh,Josh Hawkes,Hawkes,Hawkes,1,0,1,,,,,homeTeam,Tranmere Rovers,2023-08-05T15:00:00+01:00,1,0,1,1,1,1
goal,70,0,False,False,70',Kian,Kian Spence,Spence,Spence,2,1,2,,,,,awayTeam,Barrow,2023-08-05T15:00:00+01:00,0,1,1,2,2,2
goal,23,0,False,False,23',Luke,Luke Norris,Norris,Norris,2,1,2,,7,,,awayTeam,Tranmere Rovers,2023-08-08T19:45:00+01:00,0,1,0,1,1,1
goal,45,3,False,False,45'+3,Herbie,Herbie Kane,Kane,Kane,2,1,2,,6,,,homeTeam,Barnsley,2023-08-08T19:45:00+01:00,1,0,1,1,1,1
goal,47,0,False,False,47',Samuel,Samuel Taylor,Taylor,Taylor,2,1,2,,7,,,awayTeam,Tranmere Rovers,2023-08-08T19:45:00+01:00,0,1,1,2,2,2
goal,90,8,False,False,90'+8,Aiden,Aiden Marsh,Marsh,Marsh,2,1,2,,6,,,homeTeam,Barnsley,2023-08-08T19:45:00+01:00,1,0,2,2,2,2
goal,7,0,False,False,7',Mohamed,Mohamed Eisa,Eisa,Eisa,1,1,1,,,,,homeTeam,Milton Keynes Dons,2023-08-12T15:00:00+01:00,1,0,1,0,0,1
goal,24,0,False,False,24',Luke,Luke Norris,Norris,Norris,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-15T19:45:00+01:00,1,0,1,0,1,0
goal,26,0,False,False,26',Samuel,Samuel Taylor,Taylor,Taylor,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-15T19:45:00+01:00,1,0,2,0,2,0
goal,89,0,False,False,89',Kieron,Kieron Morris,Morris,Morris,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-15T19:45:00+01:00,1,0,3,0,3,0
goal,6,0,False,False,6',Connor,Connor Jennings,Jennings,Jennings,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-19T15:00:00+01:00,1,0,1,0,1,0
goal,34,0,False,False,34',Mathieu,Matt Smith,Smith,Smith,4,1,4,,,,,awayTeam,Salford City,2023-08-19T15:00:00+01:00,0,1,1,1,1,1
goal,36,0,False,False,36',Kristian,Kristian Dennis,Dennis,Dennis,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-19T15:00:00+01:00,1,0,2,1,2,1
goal,47,0,False,False,47',Callum,Callum Hendry,Hendry,Hendry,4,1,4,,,,,awayTeam,Salford City,2023-08-19T15:00:00+01:00,0,1,2,2,2,2
goal,68,0,False,False,68',Callum,Callum Hendry,Hendry,Hendry,4,1,4,,,,,awayTeam,Salford City,2023-08-19T15:00:00+01:00,0,1,2,3,3,3
goal,85,0,False,False,85',Callum,Callum Hendry,Hendry,Hendry,4,1,4,,,,,awayTeam,Salford City,2023-08-19T15:00:00+01:00,0,1,2,4,4,4
goal,87,0,False,False,87',Charlie,Charlie Jolley,Jolley,Jolley,3,2,3,,,,,homeTeam,Tranmere Rovers,2023-08-19T15:00:00+01:00,1,0,3,4,3,4
goal,12,0,False,False,12',David,David McGoldrick,McGoldrick,McGoldrick,2,1,2,,,,,homeTeam,Notts County,2023-08-26T15:00:00+01:00,1,0,1,0,0,1
