game_date,player_name,card_min,card_inj_time
2021-05-23,Emmanuel Monthe,47,0
2021-05-23,James Vaughan,81,0
2021-08-07,Callum McManaman,42,0
2021-08-07,Tom Davies,67,0
2021-08-07,Joe Murphy,87,0
2021-08-10,Sam Foley,62,0
2021-08-14,Emmanuel Dieseruvwe,29,0
2021-08-14,Jay Spearing,42,0
2021-08-17,Tom Davies,50,0
2021-08-17,Nat Knight-Percival,87,0
2021-08-17,Joe Murphy,90,5
2021-08-21,Emmanuel Dieseruvwe,74,0
2021-08-21,Peter Clarke,89,0
2021-08-28,Chris Merrie,58,0
2021-08-28,Nat Knight-Percival,77,0
2021-09-04,Peter Clarke,55,0
2021-09-11,Ryan Watson,23,0
2021-09-11,Tom Davies,26,0
2021-09-11,Callum McManaman,36,0
2021-09-14,Sam Foley,53,0
2021-09-14,Chris Merrie,64,0
2021-09-18,Josh Hawkes,41,0
2021-09-18,Peter Clarke,45,5
2021-09-25,Josh Hawkes,8,0
2021-09-25,Sam Foley,25,0
2021-09-25,Calum MacDonald,80,0
2021-10-02,Josh Dacres-Cogley,16,0
2021-10-02,Chris Merrie,20,0
2021-10-05,Emmanuel Dieseruvwe,68,0
2021-10-05,Calum MacDonald,70,0
2021-10-05,Nat Knight-Percival,76,0
2021-10-05,Chris Merrie,82,0
2021-10-16,Josh Hawkes,65,0
2021-10-16,Jay Spearing,90,3
2021-10-19,Josh Dacres-Cogley,90,0
2021-10-23,Jay Spearing,72,0
2021-10-30,Jay Spearing,35,0
2021-11-06,Elliott Nevitt,3,0
2021-11-06,Peter Clarke,89,0
2021-11-06,Emmanuel Dieseruvwe,90,1
2021-11-13,Jay Spearing,3,0
2021-11-13,Nat Knight-Percival,89,0
2021-11-20,Calum MacDonald,32,0
2021-11-20,Nat Knight-Percival,36,0
2021-11-20,Tom Davies,45,3
2021-12-04,Jay Spearing,43,0
2021-12-04,Josh Dacres-Cogley,45,3
2021-12-04,Nat Knight-Percival,59,0
2021-12-11,Charlie Jolley,65,0
2021-12-18,Tom Davies,34,0
2021-12-26,Jay Spearing,55,0
2021-12-26,Peter Clarke,78,0
2021-12-26,Elliott Nevitt,90,2
2022-01-08,Lee O'Connor,65,0
2022-01-11,Tom Davies,90,2
2022-01-15,Charlie Jolley,48,0
2022-01-15,Ross Doohan,90,2
2022-01-22,Jay Spearing,86,0
2022-01-22,Kane Hemmings,87,0
2022-01-29,Peter Clarke,90,7
2022-02-05,Josh Dacres-Cogley,57,0
2022-02-08,Tom Davies,2,0
2022-02-12,Lewis Warrington,47,0
2022-02-15,Sam Foley,89,0
2022-02-15,Calum MacDonald,90,3
2022-02-19,Kieron Morris,62,0
2022-02-19,Kane Hemmings,83,0
2022-02-26,Lewis Warrington,48,0
2022-02-26,Calum MacDonald,53,0
2022-03-05,Callum McManaman,12,0
2022-03-05,Josh McPake,68,0
2022-03-05,Lee O'Connor,90,2
2022-03-15,Josh McPake,18,0
2022-03-15,Peter Clarke,60,0
2022-03-15,Joe Murphy,86,0
2022-03-19,Elliott Nevitt,47,0
2022-03-26,Sam Foley,82,0
2022-03-26,Charlie Jolley,84,0
2022-03-26,Tom Davies,90,6
2022-03-26,Peter Clarke,90,6
2022-04-02,Kane Hemmings,43,0
2022-04-02,Tom Davies,44,0
2022-04-02,Josh Dacres-Cogley,88,0
2022-04-02,Joe Murphy,90,1
2022-04-02,Peter Clarke,90,2
2022-04-09,Kane Hemmings,60,0
2022-04-09,Chris Merrie,65,0
2022-04-09,Jay Spearing,83,0
2022-04-15,Nicky Maynard,67,0
2022-04-15,Sam Foley,73,0
2022-04-15,Peter Clarke,84,0
2022-04-18,Tom Davies,30,0
2022-04-18,Elliott Nevitt,75,0
2022-04-23,Jay Spearing,73,0
2022-04-30,Lewis Warrington,57,0
2022-04-30,Lee O'Connor,68,0
2022-05-07,Lee O'Connor,29,0
2022-05-07,Tom Davies,45,0
2022-05-07,Kane Hemmings,55,0
2022-05-07,Lewis Warrington,69,0
2022-07-30,Reece McAlear,90,5
2022-08-06,Kane Hemmings,41,0
2022-08-16,Jordan Turnbull,26,0
2022-08-16,Kyle Jameson,80,0
2022-08-24,Kane Hemmings,45,4
2022-08-27,Neill Byrne,19,0
2022-09-03,Neill Byrne,80,0
2022-09-13,Neill Byrne,53,0
2022-09-13,Kane Hemmings,63,0
2022-09-13,Reece McAlear,84,0
2022-09-17,Jordan Turnbull,45,1
2022-09-17,Kane Hemmings,55,0
2022-09-20,Paul Lewis,37,0
2022-09-20,Dynel Simeu,64,0
2022-09-20,Arthur Lomax,71,0
2022-09-24,Reece McAlear,29,0
2022-09-24,Kane Hemmings,38,0
2022-10-01,Chris Merrie,19,0
2022-10-04,Paul Lewis,25,0
2022-10-04,Kyle Jameson,69,0
2022-10-04,Elliott Nevitt,81,0
2022-10-04,Jon Nolan,84,0
2022-10-08,Chris Merrie,22,0
2022-10-08,Josh Hawkes,59,0
2022-10-14,Chris Merrie,52,0
2022-10-18,Lee O'Connor,49,0
2022-10-18,Kyle Jameson,55,0
2022-10-22,Jordan Turnbull,90,4
2022-10-25,Dynel Simeu,90,0
2022-11-01,Lee O'Connor,34,0
2022-11-05,Tom Davies,50,0
2022-11-12,Jordan Turnbull,34,0
2022-11-12,Elliott Nevitt,59,0
2022-11-12,Dynel Simeu,90,0
2022-11-19,Josh Hawkes,11,0
2022-11-19,Tom Davies,90,2
2022-11-22,Jordan Turnbull,33,0
2022-11-22,Chris Merrie,84,0
2022-11-22,Kane Hemmings,90,1
2022-12-03,Ethan Bristow,25,0
2022-12-03,Kane Hemmings,70,0
2022-12-03,Ross Doohan,79,0
2022-12-10,Paul Lewis,45,2
2022-12-26,Ethan Bristow,43,0
2022-12-29,Jordan Turnbull,90,3
2023-01-01,Tom Davies,72,0
2023-01-07,Joel Mumbongo,42,0
2023-01-07,Kane Hemmings,64,0
2023-01-07,Kieron Morris,64,0
2023-01-07,Lee O'Connor,90,6
2023-01-14,Jordan Turnbull,57,0
2023-01-14,Kieron Morris,84,0
2023-02-04,Tom Davies,75,0
2023-02-07,Regan Hendry,33,0
2023-02-07,Brad Walker,66,0
2023-02-07,Jordan Turnbull,74,0
2023-02-11,Lee O'Connor,32,0
2023-02-11,Jordan Turnbull,40,0
2023-02-14,Tom Davies,45,0
2023-02-25,Regan Hendry,26,0
2023-02-25,Josh Hawkes,58,0
2023-02-25,Josh Dacres-Cogley,77,0
2023-02-25,Tom Davies,85,0
2023-02-28,Brad Walker,87,0
2023-03-11,Regan Hendry,90,0
2023-03-18,Harvey Saunders,66,0
2023-03-25,Joel Mumbongo,39,0
2023-03-25,Tom Davies,56,0
2023-03-25,Regan Hendry,59,0
2023-03-25,Josh Dacres-Cogley,63,0
2023-03-25,Joe Murphy,64,0
2023-03-25,Jordan Turnbull,70,0
2023-03-25,Ethan Bristow,75,0
2023-03-25,Harvey Saunders,89,0
2023-03-31,Josh Dacres-Cogley,54,0
2023-03-31,Regan Hendry,63,0
2023-03-31,Jordan Turnbull,67,0
2023-04-07,Kane Hemmings,61,0
2023-04-15,Regan Hendry,19,0
2023-04-15,Jordan Turnbull,85,0
2023-04-15,Jay Turner-Cooke,89,0
2023-04-18,Kane Hemmings,84,0
2023-04-22,Jordan Turnbull,70,0
2023-05-08,Tom Davies,71,0
2023-08-05,Lee O'Connor,35,0
2023-08-05,Regan Hendry,90,6
2023-08-08,Jake Leake,69,0
2023-08-08,Paul Lewis,90,2
