game_date,player_name,shirt_no,role
2012-08-18,Owain Fon Williams,1,starter
2012-08-18,Andy Robinson,10,starter
2012-08-18,Zoumana Bakayogo,14,starter
2012-08-18,Danny Holmes,2,starter
2012-08-18,Ben Gibson,21,starter
2012-08-18,Jean-Louis Akpa Akpro,26,starter
2012-08-18,Ash Taylor,4,starter
2012-08-18,Liam Palmer,6,starter
2012-08-18,Joe Thompson,7,starter
2012-08-18,James Wallace,8,starter
2012-08-18,Jake Cassidy,9,starter
2012-08-18,Danny Harrison,12,sub
2012-08-18,Jake Kirby,15,sub
2012-08-18,Cole Stockton,16,sub
2012-08-18,Max Power,17,sub
2012-08-18,Michael Kay,19,sub
2012-08-18,Abdulai Bell-Baggie,22,sub
2012-08-18,Jason Mooney,33,sub
2012-08-21,Owain Fon Williams,1,starter
2012-08-21,Andy Robinson,10,starter
2012-08-21,Zoumana Bakayogo,14,starter
2012-08-21,Danny Holmes,2,starter
2012-08-21,Ben Gibson,21,starter
2012-08-21,Jean-Louis Akpa Akpro,26,starter
2012-08-21,Ash Taylor,4,starter
2012-08-21,Liam Palmer,6,starter
2012-08-21,Joe Thompson,7,starter
2012-08-21,James Wallace,8,starter
2012-08-21,Jake Cassidy,9,starter
2012-08-21,Danny Harrison,12,sub
2012-08-21,Jake Kirby,15,sub
2012-08-21,Cole Stockton,16,sub
2012-08-21,Max Power,17,sub
2012-08-21,Michael Kay,19,sub
2012-08-21,Abdulai Bell-Baggie,22,sub
2012-08-21,Jason Mooney,33,sub
2012-08-25,Owain Fon Williams,1,starter
2012-08-25,Andy Robinson,10,starter
2012-08-25,Zoumana Bakayogo,14,starter
2012-08-25,Danny Holmes,2,starter
2012-08-25,Ben Gibson,21,starter
2012-08-25,Jean-Louis Akpa Akpro,26,starter
2012-08-25,Ash Taylor,4,starter
2012-08-25,Liam Palmer,6,starter
2012-08-25,Joe Thompson,7,starter
2012-08-25,James Wallace,8,starter
2012-08-25,Jake Cassidy,9,starter
2012-08-25,Danny Harrison,12,sub
2012-08-25,Jake Kirby,15,sub
2012-08-25,Cole Stockton,16,sub
2012-08-25,Max Power,17,sub
2012-08-25,Michael Kay,19,sub
2012-08-25,Abdulai Bell-Baggie,22,sub
2012-08-25,Jason Mooney,33,sub
2012-09-01,Owain Fon Williams,1,starter
2012-09-01,Andy Robinson,10,starter
2012-09-01,Zoumana Bakayogo,14,starter
2012-09-01,Danny Holmes,2,starter
2012-09-01,Ben Gibson,21,starter
2012-09-01,Abdulai Bell-Baggie,22,starter
2012-09-01,Roman Golobart,23,starter
2012-09-01,Jean-Louis Akpa Akpro,26,starter
2012-09-01,Liam Palmer,6,starter
2012-09-01,James Wallace,8,starter
2012-09-01,Jake Cassidy,9,starter
2012-09-01,Adam McGurk,11,sub
2012-09-01,Danny Harrison,12,sub
2012-09-01,Jake Kirby,15,sub
2012-09-01,Cole Stockton,16,sub
2012-09-01,Max Power,17,sub
2012-09-01,Michael Kay,19,sub
2012-09-01,Jason Mooney,33,sub
2012-09-08,Owain Fon Williams,1,starter
2012-09-08,Andy Robinson,10,starter
2012-09-08,Zoumana Bakayogo,14,starter
2012-09-08,Danny Holmes,2,starter
2012-09-08,Ben Gibson,21,starter
2012-09-08,Abdulai Bell-Baggie,22,starter
2012-09-08,Jean-Louis Akpa Akpro,26,starter
2012-09-08,Ash Taylor,4,starter
2012-09-08,Liam Palmer,6,starter
2012-09-08,James Wallace,8,starter
2012-09-08,Jake Cassidy,9,starter
2012-09-08,Adam McGurk,11,sub
2012-09-08,Danny Harrison,12,sub
2012-09-08,Cole Stockton,16,sub
2012-09-08,Michael Kay,19,sub
2012-09-08,Roman Golobart,23,sub
2012-09-08,Jason Mooney,33,sub
2012-09-08,Joe Thompson,7,sub
2012-09-15,Owain Fon Williams,1,starter
2012-09-15,Andy Robinson,10,starter
2012-09-15,Zoumana Bakayogo,14,starter
2012-09-15,Danny Holmes,2,starter
2012-09-15,Ben Gibson,21,starter
2012-09-15,Abdulai Bell-Baggie,22,starter
2012-09-15,Jean-Louis Akpa Akpro,26,starter
2012-09-15,Ash Taylor,4,starter
2012-09-15,Liam Palmer,6,starter
2012-09-15,James Wallace,8,starter
2012-09-15,Jake Cassidy,9,starter
2012-09-15,Danny Harrison,12,sub
2012-09-15,Jake Kirby,15,sub
2012-09-15,Cole Stockton,16,sub
2012-09-15,Michael Kay,19,sub
2012-09-15,Roman Golobart,23,sub
2012-09-15,Jason Mooney,33,sub
2012-09-15,Joe Thompson,7,sub
2012-09-18,Owain Fon Williams,1,starter
2012-09-18,Andy Robinson,10,starter
2012-09-18,Zoumana Bakayogo,14,starter
2012-09-18,Danny Holmes,2,starter
2012-09-18,Ben Gibson,21,starter
2012-09-18,Abdulai Bell-Baggie,22,starter
2012-09-18,Jean-Louis Akpa Akpro,26,starter
2012-09-18,Ash Taylor,4,starter
2012-09-18,Liam Palmer,6,starter
2012-09-18,James Wallace,8,starter
2012-09-18,Jake Cassidy,9,starter
2012-09-18,Danny Harrison,12,sub
2012-09-18,Jake Kirby,15,sub
2012-09-18,Cole Stockton,16,sub
2012-09-18,Michael Kay,19,sub
2012-09-18,Roman Golobart,23,sub
2012-09-18,Jason Mooney,33,sub
2012-09-18,Joe Thompson,7,sub
2012-09-22,Owain Fon Williams,1,starter
2012-09-22,Andy Robinson,10,starter
2012-09-22,Zoumana Bakayogo,14,starter
2012-09-22,Danny Holmes,2,starter
2012-09-22,Ben Gibson,21,starter
2012-09-22,Jean-Louis Akpa Akpro,26,starter
2012-09-22,Ash Taylor,4,starter
2012-09-22,Liam Palmer,6,starter
2012-09-22,Joe Thompson,7,starter
2012-09-22,James Wallace,8,starter
2012-09-22,Jake Cassidy,9,starter
2012-09-22,Danny Harrison,12,sub
2012-09-22,Jake Kirby,15,sub
2012-09-22,Cole Stockton,16,sub
2012-09-22,Michael Kay,19,sub
2012-09-22,Abdulai Bell-Baggie,22,sub
2012-09-22,Roman Golobart,23,sub
2012-09-22,Jason Mooney,33,sub
2012-09-29,Owain Fon Williams,1,starter
2012-09-29,Andy Robinson,10,starter
2012-09-29,Zoumana Bakayogo,14,starter
2012-09-29,Danny Holmes,2,starter
2012-09-29,Ben Gibson,21,starter
2012-09-29,Jean-Louis Akpa Akpro,26,starter
2012-09-29,Ash Taylor,4,starter
2012-09-29,Liam Palmer,6,starter
2012-09-29,Joe Thompson,7,starter
2012-09-29,James Wallace,8,starter
2012-09-29,Jake Cassidy,9,starter
2012-09-29,Adam McGurk,11,sub
2012-09-29,Danny Harrison,12,sub
2012-09-29,Cole Stockton,16,sub
2012-09-29,Michael Kay,19,sub
2012-09-29,Abdulai Bell-Baggie,22,sub
2012-09-29,Roman Golobart,23,sub
2012-09-29,Jason Mooney,33,sub
2012-10-02,Owain Fon Williams,1,starter
2012-10-02,Andy Robinson,10,starter
2012-10-02,Zoumana Bakayogo,14,starter
2012-10-02,Danny Holmes,2,starter
2012-10-02,Ben Gibson,21,starter
2012-10-02,Abdulai Bell-Baggie,22,starter
2012-10-02,Jean-Louis Akpa Akpro,26,starter
2012-10-02,Ash Taylor,4,starter
2012-10-02,Liam Palmer,6,starter
2012-10-02,James Wallace,8,starter
2012-10-02,Jake Cassidy,9,starter
2012-10-02,Adam McGurk,11,sub
2012-10-02,Danny Harrison,12,sub
2012-10-02,Jake Kirby,15,sub
2012-10-02,Cole Stockton,16,sub
2012-10-02,Michael Kay,19,sub
2012-10-02,Roman Golobart,23,sub
2012-10-02,Jason Mooney,33,sub
2012-10-06,Owain Fon Williams,1,starter
2012-10-06,Adam McGurk,11,starter
2012-10-06,Zoumana Bakayogo,14,starter
2012-10-06,Danny Holmes,2,starter
2012-10-06,Ben Gibson,21,starter
2012-10-06,Abdulai Bell-Baggie,22,starter
2012-10-06,Jean-Louis Akpa Akpro,26,starter
2012-10-06,Ash Taylor,4,starter
2012-10-06,Liam Palmer,6,starter
2012-10-06,James Wallace,8,starter
2012-10-06,Jake Cassidy,9,starter
2012-10-06,Danny Harrison,12,sub
2012-10-06,Cole Stockton,16,sub
2012-10-06,Max Power,17,sub
2012-10-06,Michael Kay,19,sub
2012-10-06,Paul Black,3,sub
2012-10-06,Jason Mooney,33,sub
2012-10-06,Joe Thompson,7,sub
2012-10-13,Owain Fon Williams,1,starter
2012-10-13,Adam McGurk,11,starter
2012-10-13,Zoumana Bakayogo,14,starter
2012-10-13,Danny Holmes,2,starter
2012-10-13,Ben Gibson,21,starter
2012-10-13,Abdulai Bell-Baggie,22,starter
2012-10-13,Ash Taylor,4,starter
2012-10-13,Liam Palmer,6,starter
2012-10-13,Joe Thompson,7,starter
2012-10-13,James Wallace,8,starter
2012-10-13,Jake Cassidy,9,starter
2012-10-13,Danny Harrison,12,sub
2012-10-13,Jake Kirby,15,sub
2012-10-13,Cole Stockton,16,sub
2012-10-13,Max Power,17,sub
2012-10-13,Michael Kay,19,sub
2012-10-13,Paul Black,3,sub
2012-10-13,Jason Mooney,33,sub
2012-10-20,Owain Fon Williams,1,starter
2012-10-20,Adam McGurk,11,starter
2012-10-20,Zoumana Bakayogo,14,starter
2012-10-20,Danny Holmes,2,starter
2012-10-20,Ben Gibson,21,starter
2012-10-20,Abdulai Bell-Baggie,22,starter
2012-10-20,Jake Jervis,24,starter
2012-10-20,Ash Taylor,4,starter
2012-10-20,Liam Palmer,6,starter
2012-10-20,James Wallace,8,starter
2012-10-20,Jake Cassidy,9,starter
2012-10-20,Danny Harrison,12,sub
2012-10-20,Cole Stockton,16,sub
2012-10-20,Max Power,17,sub
2012-10-20,Michael Kay,19,sub
2012-10-20,Paul Black,3,sub
2012-10-20,Jason Mooney,33,sub
2012-10-20,Joe Thompson,7,sub
2012-10-23,Owain Fon Williams,1,starter
2012-10-23,Andy Robinson,10,starter
2012-10-23,Adam McGurk,11,starter
2012-10-23,Zoumana Bakayogo,14,starter
2012-10-23,Danny Holmes,2,starter
2012-10-23,Ben Gibson,21,starter
2012-10-23,Abdulai Bell-Baggie,22,starter
2012-10-23,Ash Taylor,4,starter
2012-10-23,Liam Palmer,6,starter
2012-10-23,James Wallace,8,starter
2012-10-23,Jake Cassidy,9,starter
2012-10-23,Danny Harrison,12,sub
2012-10-23,Cole Stockton,16,sub
2012-10-23,Michael Kay,19,sub
2012-10-23,Paul Black,3,sub
2012-10-23,Jason Mooney,33,sub
2012-10-23,Ian Goodison,5,sub
2012-10-23,Joe Thompson,7,sub
2012-10-27,Owain Fon Williams,1,starter
2012-10-27,Adam McGurk,11,starter
2012-10-27,Zoumana Bakayogo,14,starter
2012-10-27,Danny Holmes,2,starter
2012-10-27,Ben Gibson,21,starter
2012-10-27,Abdulai Bell-Baggie,22,starter
2012-10-27,Nathan Eccleston,25,starter
2012-10-27,Ash Taylor,4,starter
2012-10-27,Liam Palmer,6,starter
2012-10-27,James Wallace,8,starter
2012-10-27,Jake Cassidy,9,starter
2012-10-27,Danny Harrison,12,sub
2012-10-27,Cole Stockton,16,sub
2012-10-27,Michael Kay,19,sub
2012-10-27,Paul Black,3,sub
2012-10-27,Jason Mooney,33,sub
2012-10-27,Ian Goodison,5,sub
2012-10-27,Joe Thompson,7,sub
2012-11-07,Owain Fon Williams,1,starter
2012-11-07,Andy Robinson,10,starter
2012-11-07,Zoumana Bakayogo,14,starter
2012-11-07,Danny Holmes,2,starter
2012-11-07,Ben Gibson,21,starter
2012-11-07,Abdulai Bell-Baggie,22,starter
2012-11-07,Jake Jervis,24,starter
2012-11-07,Ash Taylor,4,starter
2012-11-07,Liam Palmer,6,starter
2012-11-07,James Wallace,8,starter
2012-11-07,Jake Cassidy,9,starter
2012-11-07,Adam McGurk,11,sub
2012-11-07,Danny Harrison,12,sub
2012-11-07,Cole Stockton,16,sub
2012-11-07,Michael Kay,19,sub
2012-11-07,Jason Mooney,33,sub
2012-11-07,Ian Goodison,5,sub
2012-11-07,Joe Thompson,7,sub
2012-11-10,Owain Fon Williams,1,starter
2012-11-10,Adam McGurk,11,starter
2012-11-10,Zoumana Bakayogo,14,starter
2012-11-10,Danny Holmes,2,starter
2012-11-10,Ben Gibson,21,starter
2012-11-10,Jake Jervis,24,starter
2012-11-10,Ash Taylor,4,starter
2012-11-10,Liam Palmer,6,starter
2012-11-10,Joe Thompson,7,starter
2012-11-10,James Wallace,8,starter
2012-11-10,Jake Cassidy,9,starter
2012-11-10,Danny Harrison,12,sub
2012-11-10,Jake Kirby,15,sub
2012-11-10,Cole Stockton,16,sub
2012-11-10,Max Power,17,sub
2012-11-10,Michael Kay,19,sub
2012-11-10,Jason Mooney,33,sub
2012-11-10,Ian Goodison,5,sub
2012-11-16,Owain Fon Williams,1,starter
2012-11-16,Andy Robinson,10,starter
2012-11-16,Adam McGurk,11,starter
2012-11-16,Zoumana Bakayogo,14,starter
2012-11-16,Danny Holmes,2,starter
2012-11-16,Ben Gibson,21,starter
2012-11-16,Jake Jervis,24,starter
2012-11-16,Ash Taylor,4,starter
2012-11-16,Liam Palmer,6,starter
2012-11-16,James Wallace,8,starter
2012-11-16,Jake Cassidy,9,starter
2012-11-16,Danny Harrison,12,sub
2012-11-16,Jake Kirby,15,sub
2012-11-16,Cole Stockton,16,sub
2012-11-16,Max Power,17,sub
2012-11-16,Michael Kay,19,sub
2012-11-16,Jason Mooney,33,sub
2012-11-16,Ian Goodison,5,sub
2012-11-20,Owain Fon Williams,1,starter
2012-11-20,Andy Robinson,10,starter
2012-11-20,Adam McGurk,11,starter
2012-11-20,Danny Harrison,12,starter
2012-11-20,Zoumana Bakayogo,14,starter
2012-11-20,Cole Stockton,16,starter
2012-11-20,Danny Holmes,2,starter
2012-11-20,Ben Gibson,21,starter
2012-11-20,Ash Taylor,4,starter
2012-11-20,Liam Palmer,6,starter
2012-11-20,Jake Cassidy,9,starter
2012-11-20,Jake Kirby,15,sub
2012-11-20,Max Power,17,sub
2012-11-20,Michael Kay,19,sub
2012-11-20,Nathan Eccleston,25,sub
2012-11-20,Paul Black,3,sub
2012-11-20,Jason Mooney,33,sub
2012-11-20,Ian Goodison,5,sub
2012-11-24,Owain Fon Williams,1,starter
2012-11-24,Andy Robinson,10,starter
2012-11-24,Adam McGurk,11,starter
2012-11-24,Zoumana Bakayogo,14,starter
2012-11-24,Danny Holmes,2,starter
2012-11-24,Michael O'Halloran,20,starter
2012-11-24,Ben Gibson,21,starter
2012-11-24,Ian Goodison,5,starter
2012-11-24,Liam Palmer,6,starter
2012-11-24,James Wallace,8,starter
2012-11-24,Jake Cassidy,9,starter
2012-11-24,Danny Harrison,12,sub
2012-11-24,Cole Stockton,16,sub
2012-11-24,Max Power,17,sub
2012-11-24,Michael Kay,19,sub
2012-11-24,Donervon Daniels,23,sub
2012-11-24,Paul Black,3,sub
2012-11-24,Jason Mooney,33,sub
2012-12-08,Owain Fon Williams,1,starter
2012-12-08,Andy Robinson,10,starter
2012-12-08,Adam McGurk,11,starter
2012-12-08,Danny Harrison,12,starter
2012-12-08,Zoumana Bakayogo,14,starter
2012-12-08,Danny Holmes,2,starter
2012-12-08,Michael O'Halloran,20,starter
2012-12-08,Ash Taylor,4,starter
2012-12-08,Ian Goodison,5,starter
2012-12-08,Liam Palmer,6,starter
2012-12-08,Jake Cassidy,9,starter
2012-12-08,Cole Stockton,16,sub
2012-12-08,Max Power,17,sub
2012-12-08,Michael Kay,19,sub
2012-12-08,Donervon Daniels,23,sub
2012-12-08,Paul Black,3,sub
2012-12-08,Jason Mooney,33,sub
2012-12-08,Joe Thompson,7,sub
2012-12-15,Owain Fon Williams,1,starter
2012-12-15,Andy Robinson,10,starter
2012-12-15,Adam McGurk,11,starter
2012-12-15,Zoumana Bakayogo,14,starter
2012-12-15,Max Power,17,starter
2012-12-15,Danny Holmes,2,starter
2012-12-15,Michael O'Halloran,20,starter
2012-12-15,Ash Taylor,4,starter
2012-12-15,Ian Goodison,5,starter
2012-12-15,Liam Palmer,6,starter
2012-12-15,Jake Cassidy,9,starter
2012-12-15,Danny Harrison,12,sub
2012-12-15,Cole Stockton,16,sub
2012-12-15,Michael Kay,19,sub
2012-12-15,Donervon Daniels,23,sub
2012-12-15,Paul Black,3,sub
2012-12-15,Jason Mooney,33,sub
2012-12-15,Joe Thompson,7,sub
2012-12-21,Owain Fon Williams,1,starter
2012-12-21,Andy Robinson,10,starter
2012-12-21,Adam McGurk,11,starter
2012-12-21,Zoumana Bakayogo,14,starter
2012-12-21,Max Power,17,starter
2012-12-21,Danny Holmes,2,starter
2012-12-21,Michael O'Halloran,20,starter
2012-12-21,Ash Taylor,4,starter
2012-12-21,Ian Goodison,5,starter
2012-12-21,Liam Palmer,6,starter
2012-12-21,Jake Cassidy,9,starter
2012-12-21,Danny Harrison,12,sub
2012-12-21,Cole Stockton,16,sub
2012-12-21,Michael Kay,19,sub
2012-12-21,Donervon Daniels,23,sub
2012-12-21,Paul Black,3,sub
2012-12-21,Jason Mooney,33,sub
2012-12-21,Joe Thompson,7,sub
2012-12-26,Owain Fon Williams,1,starter
2012-12-26,Andy Robinson,10,starter
2012-12-26,Adam McGurk,11,starter
2012-12-26,Zoumana Bakayogo,14,starter
2012-12-26,Max Power,17,starter
2012-12-26,Danny Holmes,2,starter
2012-12-26,Michael O'Halloran,20,starter
2012-12-26,Donervon Daniels,23,starter
2012-12-26,Ash Taylor,4,starter
2012-12-26,Liam Palmer,6,starter
2012-12-26,Jake Cassidy,9,starter
2012-12-26,Danny Harrison,12,sub
2012-12-26,Cole Stockton,16,sub
2012-12-26,Michael Kay,19,sub
2012-12-26,Paul Black,3,sub
2012-12-26,Jason Mooney,33,sub
2012-12-26,Ian Goodison,5,sub
2012-12-26,Joe Thompson,7,sub
2012-12-29,Owain Fon Williams,1,starter
2012-12-29,Andy Robinson,10,starter
2012-12-29,Adam McGurk,11,starter
2012-12-29,Zoumana Bakayogo,14,starter
2012-12-29,Max Power,17,starter
2012-12-29,Danny Holmes,2,starter
2012-12-29,Michael O'Halloran,20,starter
2012-12-29,Donervon Daniels,23,starter
2012-12-29,Ash Taylor,4,starter
2012-12-29,Liam Palmer,6,starter
2012-12-29,Jake Cassidy,9,starter
2012-12-29,Danny Harrison,12,sub
2012-12-29,Cole Stockton,16,sub
2012-12-29,Michael Kay,19,sub
2012-12-29,Paul Black,3,sub
2012-12-29,Jason Mooney,33,sub
2012-12-29,Ian Goodison,5,sub
2012-12-29,Joe Thompson,7,sub
2013-01-01,Owain Fon Williams,1,starter
2013-01-01,Andy Robinson,10,starter
2013-01-01,Adam McGurk,11,starter
2013-01-01,Zoumana Bakayogo,14,starter
2013-01-01,Max Power,17,starter
2013-01-01,Danny Holmes,2,starter
2013-01-01,Michael O'Halloran,20,starter
2013-01-01,Donervon Daniels,23,starter
2013-01-01,Ash Taylor,4,starter
2013-01-01,Liam Palmer,6,starter
2013-01-01,Jake Cassidy,9,starter
2013-01-01,Danny Harrison,12,sub
2013-01-01,Cole Stockton,16,sub
2013-01-01,Michael Kay,19,sub
2013-01-01,Paul Black,3,sub
2013-01-01,Jason Mooney,33,sub
2013-01-01,Ian Goodison,5,sub
2013-01-01,Joe Thompson,7,sub
2013-01-12,Owain Fon Williams,1,starter
2013-01-12,Andy Robinson,10,starter
2013-01-12,Adam McGurk,11,starter
2013-01-12,Zoumana Bakayogo,14,starter
2013-01-12,Max Power,17,starter
2013-01-12,David Amoo,18,starter
2013-01-12,Danny Holmes,2,starter
2013-01-12,Michael O'Halloran,20,starter
2013-01-12,Donervon Daniels,23,starter
2013-01-12,Ash Taylor,4,starter
2013-01-12,Liam Palmer,6,starter
2013-01-12,Danny Harrison,12,sub
2013-01-12,Cole Stockton,16,sub
2013-01-12,Abdulai Bell-Baggie,22,sub
2013-01-12,Jean-Louis Akpa Akpro,26,sub
2013-01-12,Paul Black,3,sub
2013-01-12,Jason Mooney,33,sub
2013-01-12,Ian Goodison,5,sub
2013-01-16,Owain Fon Williams,1,starter
2013-01-16,Danny Harrison,12,starter
2013-01-16,Zoumana Bakayogo,14,starter
2013-01-16,Max Power,17,starter
2013-01-16,David Amoo,18,starter
2013-01-16,Danny Holmes,2,starter
2013-01-16,Michael O'Halloran,20,starter
2013-01-16,Donervon Daniels,23,starter
2013-01-16,Jean-Louis Akpa Akpro,26,starter
2013-01-16,Ash Taylor,4,starter
2013-01-16,Liam Palmer,6,starter
2013-01-16,Andy Robinson,10,sub
2013-01-16,Adam McGurk,11,sub
2013-01-16,Cole Stockton,16,sub
2013-01-16,Abdulai Bell-Baggie,22,sub
2013-01-16,Paul Black,3,sub
2013-01-16,Jason Mooney,33,sub
2013-01-16,Ian Goodison,5,sub
2013-01-19,Owain Fon Williams,1,starter
2013-01-19,Andy Robinson,10,starter
2013-01-19,Adam McGurk,11,starter
2013-01-19,Zoumana Bakayogo,14,starter
2013-01-19,Max Power,17,starter
2013-01-19,David Amoo,18,starter
2013-01-19,Danny Holmes,2,starter
2013-01-19,Donervon Daniels,23,starter
2013-01-19,Jean-Louis Akpa Akpro,26,starter
2013-01-19,Ash Taylor,4,starter
2013-01-19,Liam Palmer,6,starter
2013-01-19,Danny Harrison,12,sub
2013-01-19,Cole Stockton,16,sub
2013-01-19,Michael O'Halloran,20,sub
2013-01-19,Abdulai Bell-Baggie,22,sub
2013-01-19,Paul Black,3,sub
2013-01-19,Jason Mooney,33,sub
2013-01-19,Ian Goodison,5,sub
2013-02-02,Owain Fon Williams,1,starter
2013-02-02,Andy Robinson,10,starter
2013-02-02,Adam McGurk,11,starter
2013-02-02,Zoumana Bakayogo,14,starter
2013-02-02,Max Power,17,starter
2013-02-02,David Amoo,18,starter
2013-02-02,Danny Holmes,2,starter
2013-02-02,Donervon Daniels,23,starter
2013-02-02,Jean-Louis Akpa Akpro,26,starter
2013-02-02,Ash Taylor,4,starter
2013-02-02,Liam Palmer,6,starter
2013-02-02,Danny Harrison,12,sub
2013-02-02,Cole Stockton,16,sub
2013-02-02,Michael O'Halloran,20,sub
2013-02-02,Abdulai Bell-Baggie,22,sub
2013-02-02,Paul Black,3,sub
2013-02-02,Jason Mooney,33,sub
2013-02-02,Ian Goodison,5,sub
2013-02-09,Owain Fon Williams,1,starter
2013-02-09,Andy Robinson,10,starter
2013-02-09,Adam McGurk,11,starter
2013-02-09,Zoumana Bakayogo,14,starter
2013-02-09,Cole Stockton,16,starter
2013-02-09,Max Power,17,starter
2013-02-09,David Amoo,18,starter
2013-02-09,Danny Holmes,2,starter
2013-02-09,Donervon Daniels,23,starter
2013-02-09,Ash Taylor,4,starter
2013-02-09,Liam Palmer,6,starter
2013-02-09,Danny Harrison,12,sub
2013-02-09,Michael Kay,19,sub
2013-02-09,Michael O'Halloran,20,sub
2013-02-09,Abdulai Bell-Baggie,22,sub
2013-02-09,Paul Black,3,sub
2013-02-09,Jason Mooney,33,sub
2013-02-09,Ian Goodison,5,sub
2013-02-15,Owain Fon Williams,1,starter
2013-02-15,Andy Robinson,10,starter
2013-02-15,Adam McGurk,11,starter
2013-02-15,Zoumana Bakayogo,14,starter
2013-02-15,Cole Stockton,16,starter
2013-02-15,Max Power,17,starter
2013-02-15,Danny Holmes,2,starter
2013-02-15,Michael O'Halloran,20,starter
2013-02-15,Donervon Daniels,23,starter
2013-02-15,Ash Taylor,4,starter
2013-02-15,Liam Palmer,6,starter
2013-02-15,Danny Harrison,12,sub
2013-02-15,David Amoo,18,sub
2013-02-15,Abdulai Bell-Baggie,22,sub
2013-02-15,Paul Corry,24,sub
2013-02-15,Paul Black,3,sub
2013-02-15,Jason Mooney,33,sub
2013-02-15,Ian Goodison,5,sub
2013-02-19,Owain Fon Williams,1,starter
2013-02-19,Andy Robinson,10,starter
2013-02-19,Zoumana Bakayogo,14,starter
2013-02-19,Cole Stockton,16,starter
2013-02-19,Max Power,17,starter
2013-02-19,David Amoo,18,starter
2013-02-19,Michael Kay,19,starter
2013-02-19,Michael O'Halloran,20,starter
2013-02-19,Donervon Daniels,23,starter
2013-02-19,Paul Corry,24,starter
2013-02-19,Ash Taylor,4,starter
2013-02-19,Danny Harrison,12,sub
2013-02-19,Jake Kirby,15,sub
2013-02-19,Abdulai Bell-Baggie,22,sub
2013-02-19,Paul Black,3,sub
2013-02-19,Jason Mooney,33,sub
2013-02-19,Ian Goodison,5,sub
2013-02-19,Joe Thompson,7,sub
2013-02-23,Owain Fon Williams,1,starter
2013-02-23,Andy Robinson,10,starter
2013-02-23,Zoumana Bakayogo,14,starter
2013-02-23,Max Power,17,starter
2013-02-23,Michael Kay,19,starter
2013-02-23,Michael O'Halloran,20,starter
2013-02-23,Paul Corry,24,starter
2013-02-23,Mamady Sidibe,25,starter
2013-02-23,Jean-Louis Akpa Akpro,26,starter
2013-02-23,Ash Taylor,4,starter
2013-02-23,Ian Goodison,5,starter
2013-02-23,Danny Harrison,12,sub
2013-02-23,Cole Stockton,16,sub
2013-02-23,Danny Holmes,2,sub
2013-02-23,Abdulai Bell-Baggie,22,sub
2013-02-23,Donervon Daniels,23,sub
2013-02-23,Paul Black,3,sub
2013-02-23,Jason Mooney,33,sub
2013-02-26,Owain Fon Williams,1,starter
2013-02-26,Andy Robinson,10,starter
2013-02-26,Zoumana Bakayogo,14,starter
2013-02-26,Max Power,17,starter
2013-02-26,Michael Kay,19,starter
2013-02-26,Michael O'Halloran,20,starter
2013-02-26,Abdulai Bell-Baggie,22,starter
2013-02-26,Paul Corry,24,starter
2013-02-26,Jean-Louis Akpa Akpro,26,starter
2013-02-26,Ash Taylor,4,starter
2013-02-26,Ian Goodison,5,starter
2013-02-26,Danny Harrison,12,sub
2013-02-26,Cole Stockton,16,sub
2013-02-26,David Amoo,18,sub
2013-02-26,Danny Holmes,2,sub
2013-02-26,Donervon Daniels,23,sub
2013-02-26,Paul Black,3,sub
2013-02-26,Jason Mooney,33,sub
2013-03-02,Owain Fon Williams,1,starter
2013-03-02,Zoumana Bakayogo,14,starter
2013-03-02,Max Power,17,starter
2013-03-02,Danny Holmes,2,starter
2013-03-02,Michael O'Halloran,20,starter
2013-03-02,Abdulai Bell-Baggie,22,starter
2013-03-02,Paul Corry,24,starter
2013-03-02,Mamady Sidibe,25,starter
2013-03-02,Jean-Louis Akpa Akpro,26,starter
2013-03-02,Ash Taylor,4,starter
2013-03-02,Ian Goodison,5,starter
2013-03-02,Danny Harrison,12,sub
2013-03-02,Cole Stockton,16,sub
2013-03-02,David Amoo,18,sub
2013-03-02,Donervon Daniels,23,sub
2013-03-02,Paul Black,3,sub
2013-03-02,Jason Mooney,33,sub
2013-03-02,Liam Palmer,6,sub
2013-03-09,Owain Fon Williams,1,starter
2013-03-09,Zoumana Bakayogo,14,starter
2013-03-09,Max Power,17,starter
2013-03-09,Danny Holmes,2,starter
2013-03-09,Michael O'Halloran,20,starter
2013-03-09,Abdulai Bell-Baggie,22,starter
2013-03-09,Paul Corry,24,starter
2013-03-09,Jean-Louis Akpa Akpro,26,starter
2013-03-09,Ash Taylor,4,starter
2013-03-09,Ian Goodison,5,starter
2013-03-09,Liam Palmer,6,starter
2013-03-09,Danny Harrison,12,sub
2013-03-09,Cole Stockton,16,sub
2013-03-09,David Amoo,18,sub
2013-03-09,Michael Kay,19,sub
2013-03-09,Donervon Daniels,23,sub
2013-03-09,Paul Black,3,sub
2013-03-09,Jason Mooney,33,sub
2013-03-12,Owain Fon Williams,1,starter
2013-03-12,Zoumana Bakayogo,14,starter
2013-03-12,Max Power,17,starter
2013-03-12,Danny Holmes,2,starter
2013-03-12,Michael O'Halloran,20,starter
2013-03-12,Abdulai Bell-Baggie,22,starter
2013-03-12,Mamady Sidibe,25,starter
2013-03-12,Jean-Louis Akpa Akpro,26,starter
2013-03-12,Ash Taylor,4,starter
2013-03-12,Ian Goodison,5,starter
2013-03-12,Liam Palmer,6,starter
2013-03-12,Danny Harrison,12,sub
